hostname,score,sources,label,level,http_status,mx
fma-li.li,7,wikidata;wikidata,Financial Market Authority,central,301,10 mailgw20.llv.li.
stgh.li,6,wikidata,Constitutional Court of the Principality of Liechtenstein,central,200,10 mailgw20.llv.li.
aku.llv.li,4,wikidata,Liechtensteinisches Landesarchiv,,403,none
as.llv.li,4,wikidata,Office of Statistics,central,403,none
datenschutzkommission.li,4,wikidata,Q55506652,central,ConnectException,none
dss.llv.li,4,wikidata,Data Protection Office,central,301,none
landesbibliothek.li,4,wikidata,Liechtenstein State Library,,ConnectException,5 mailgw20.llv.li.
landespolizei.li,4,wikidata,Liechtenstein National Police Force,,301,10 mailgw20.llv.li.
llv.li,4,wikidata,Schulamt Fürstentum Liechtenstein,,403,10 mailgw20.llv.li.
landtag.li,2,wikidata;wikidata,Landtag of Liechtenstein,central,200,10 mailgw20.llv.li.
