hostname,score,sources,label,level
fma-li.li,7,wikidata;wikidata,Financial Market Authority,central
stgh.li,6,wikidata,Constitutional Court of the Principality of Liechtenstein,central
aku.llv.li,4,wikidata,Liechtensteinisches Landesarchiv,
as.llv.li,4,wikidata,Office of Statistics,central
datenschutzkommission.li,4,wikidata,Q55506652,central
dss.llv.li,4,wikidata,Data Protection Office,central
landesbibliothek.li,4,wikidata,Liechtenstein State Library,
landespolizei.li,4,wikidata,Liechtenstein National Police Force,
llv.li,4,wikidata,Schulamt Fürstentum Liechtenstein,
landtag.li,2,wikidata;wikidata,Landtag of Liechtenstein,central
