hostname,score,sources,label,level
upravacarina.rs,7,wikidata;wikidata,Ministry of Finance and Economy,central
zzps.rs,7,wikidata;wikidata,Zavod za zaštitu prirode Srbije,
isusovci.hr,6,wikidata;wikidata,Croatian province of the Society of Jesus,
serbien.ahk.de,6,wikidata;wikidata,German-Serbian Chamber of Commerce,
ustavni.sud.rs,6,wikidata,Constitutional Court of Serbia,
ambalgserbia.rs,4,wikidata,"Embassy of Algeria, Belgrade",central
angolaembassy.org.rs,4,wikidata,"Embassy of Angola, Belgrade",central
apv-nauka.ns.ac.rs,4,wikidata,Pokrajinski Sekretarijat za Nauku i Tehnološki Razvoj,
arhivsrbije.rs,4,wikidata,Archive of Serbia,
belgrad.mfa.gov.hu,4,wikidata,"Embassy of Hungary in Belgrade, Serbia",central
cpn.rs,4,wikidata,Centar za Promociju Nauke,
csrns.org.rs,4,wikidata,Center for Social Work Novi Sad,
dmdm.rs,4,wikidata,Directorate of Measures and Precious Metals of the Republic of Serbia,
drcongo-embassy.rs,4,wikidata,embassy of Democratic Republic of the Congo in Serbia,central
inovacionifond.rs,4,wikidata,Innovation Fund of the Republic of Serbia,
institutjosifpancic.rs,4,wikidata,"Institute for Medicinal Plants Research ""dr Josif Pančić""",
ipn.bg.ac.rs,4,wikidata,Institute for Science Application in Agriculture,
isj.sanu.ac.rs,4,wikidata,Institute for the Serbian Language of SASA,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Belgrade",central
nb.rs,4,wikidata,National Library of Serbia,
nbleskovac.rs,4,wikidata,"National library ""Radoje Domanović"" Leskovac",
nbs.rs,4,wikidata,National Bank of Serbia,central
orderofmalta.org.rs,4,wikidata,"Embassy of the Sovereign Military Order of Malta, Belgrade",central
plovput.rs,4,wikidata,Directorate for Inland Waterways,
ratel.rs,4,wikidata,Regulatory Agency for Electronic Communications and Postal Services,
rs.usembassy.gov,4,wikidata,"Embassy of the United States, Belgrade",central
smatsa.rs,4,wikidata,Serbia and Montenegro Air Traffic Services Agency,
solidarnost.org.rs,4,wikidata,"Center for Social Work ""Solidarity""",
tok.jt.rs,4,wikidata,Public Prosecution Office for Organized Crime,
up.sud.rs,4,wikidata,Q16088177,
vip.org.rs,4,wikidata,Vojvodina Investment Promotion,
vk.sud.rs,4,wikidata,Supreme Court of Republic of Serbia,
vs.rs,4,wikidata,Intelligence and Reconnaissance Directorate,
zjz.org.rs,4,wikidata,Institute of Public Health of Sabac,
belgrad.diplo.de,3,wikidata,"Embassy of Germany, Belgrade",central
belgrad.mae.ro,3,wikidata,"Embassy of Romania, Belgrade",central
belgrade.embassy.qa,3,wikidata,embassy of Qatar in Serbia,central
belgrade.embassy.si,3,wikidata,embassy of Slovenia in Serbia,central
bezbednost.org,3,wikidata,Belgrade Centre for Security Policy,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Serbia,
finlandabroad.fi,3,wikidata,embassy of Finland in Serbia,central
instytutpolski.pl,3,wikidata,Polish Institute in Belgrade,
mfa.bg,3,wikidata,"embassy of Bulgaria, Belgrade",central
mfa.gr,3,wikidata,embassy of Greece in Serbia,central
mzv.cz,3,wikidata,embassy of the Czech republic in Serbia,central
mzv.sk,3,wikidata,embassy of Slovakia in Serbia,central
norway.no,3,wikidata,"Embassy of Norway, Belgrade",central
rs.ambafrance.org,3,wikidata,"embassy of France, Belgrade",central
rs.chineseembassy.org,3,wikidata,"Embassy of the People's Republic of China, Belgrade",central
rs.mvep.hr,3,wikidata,embassy of Croatia in Serbia,central
serbia.mid.ru,3,wikidata,"Embassy of Russia, Belgrade",central
serbien.um.dk,3,wikidata,embassy of Denmark in Serbia,central
swedenabroad.com,3,wikidata,"Embassy of Sweden, Belgrade",central
