field,text
country_name,"Principality of Liechtenstein"
government_type,"constitutional monarchy"
capital,"Vaduz"
chief_of_state,"Prince HANS-ADAM II (since 13 November 1989, assumed executive powers on 26 August 1984)"
head_of_government,"Prime Minister Brigitte HAAS (since 10 April 2025)"
judicial_highest_courts,"Supreme Court or Supreme Court or Fürstlicher Oberster Gerichtshof (consists of 5 judges and 5 substitutes); Constitutional Court or Staatsgerichtshof (consists of 5 judges, and 5 alternates)"
constitution_history,"previous 1862; latest adopted 5 October 1921"
