subdomain,http_status
assets.parliament.gov.to,"Could not resolve host: assets.parliament.gov.to"
asset.parliament.gov.to,"Could not resolve host: asset.parliament.gov.to"
autoconfig.mted.gov.to,"Could not resolve host: autoconfig.mted.gov.to"
autodiscover.environment.gov.to,"Could not resolve host: autodiscover.environment.gov.to"
autoconfig.psc.gov.to,"Could not resolve host: autoconfig.psc.gov.to"
autodiscover.mted.gov.to,"Could not resolve host: autodiscover.mted.gov.to"
autoconfig.mpe.gov.to,"Could not resolve host: autoconfig.mpe.gov.to"
autodiscover.mpe.gov.to,"Could not resolve host: autodiscover.mpe.gov.to"
business.parliament.gov.to,"Could not resolve host: business.parliament.gov.to"
autodiscover.psc.gov.to,"Could not resolve host: autodiscover.psc.gov.to"
committees.parliament.gov.to,"Could not resolve host: committees.parliament.gov.to"
cpanel.environment.gov.to,"Could not resolve host: cpanel.environment.gov.to"
committee-data.parliament.gov.to,"Could not resolve host: committee-data.parliament.gov.to"
cloud.finance.gov.to,"Could not resolve host: cloud.finance.gov.to"
cpanel.customs.gov.to,"Could not resolve host: cpanel.customs.gov.to"
autodiscover.parliament.gov.to,"Failed to connect to autodiscover.parliament.gov.to port 443 after 85 ms: Could not connect to server"
cpcalendars.pmo.gov.to,"Could not resolve host: cpcalendars.pmo.gov.to"
cpcalendars.mted.gov.to,"Could not resolve host: cpcalendars.mted.gov.to"
cpcontacts.psc.gov.to,"Could not resolve host: cpcontacts.psc.gov.to"
cpanel.mted.gov.to,"Could not resolve host: cpanel.mted.gov.to"
cpcontacts.mted.gov.to,"Could not resolve host: cpcontacts.mted.gov.to"
cpcontacts.parliament.gov.to,"Could not resolve host: cpcontacts.parliament.gov.to"
cpanel.pmo.gov.to,"Could not resolve host: cpanel.pmo.gov.to"
cpanel.psc.gov.to,"Could not resolve host: cpanel.psc.gov.to"
cpcalendars.naturalresources.gov.to,"Could not resolve host: cpcalendars.naturalresources.gov.to"
cpcontacts.pmo.gov.to,"Could not resolve host: cpcontacts.pmo.gov.to"
dev.dhis2.gov.to,"Could not resolve host: dev.dhis2.gov.to"
cpcalendars.psc.gov.to,"Could not resolve host: cpcalendars.psc.gov.to"
digitaltransformation.gov.to,"Could not resolve host: digitaltransformation.gov.to"
docs.parliament.gov.to,"Could not resolve host: docs.parliament.gov.to"
fisheries.gov.to,"Could not resolve host: fisheries.gov.to"
