field,text
country_name,"Swiss Confederation"
government_type,"federal republic (formally a confederation)"
capital,"Bern"
chief_of_state,"President of the Swiss Confederation Guy PARMELIN (since 1 January 2026)"
head_of_government,"President of the Swiss Confederation Guy PARMELIN (since 1 January 2026)"
judicial_highest_courts,"Federal Supreme Court (consists of 38 justices and 19 deputy justices organized into 7 divisions)"
constitution_history,"previous 1848, 1874; latest adopted by referendum 18 April 1999, effective 1 January 2000"
