hostname,score,sources,label,level
regione.lombardia.it,10,wikidata;wikidata;wikidata;linkgraph,Government of Lombardy | Lombardy,central-1
regione.veneto.it,10,wikidata;wikidata;wikidata;wikidata;wikidata;linkgraph,Veneto | Government of Veneto | Q3630806 | Q56753389,central-1
arpalombardia.it,7,wikidata;wikidata,Regional Environmental Protection Agency - Lombardy,central-1
ars.sicilia.it,7,wikidata;wikidata,Sicilian Regional Assembly,central-1
consiglio.basilicata.it,7,wikidata;wikidata,Regional Council of Basilicata,central-1
consiglio.marche.it,7,wikidata;wikidata,Regional Council of Marche,central-1
consiglio.puglia.it,7,wikidata;wikidata,Regional Council of Apulia,central-1
consiglio.regione.abruzzo.it,7,wikidata;wikidata,Regional Council of Abruzzo,central-1
consiglio.regione.fvg.it,7,wikidata;wikidata,Regional Council of Friuli-Venezia Giulia,central-1
consiglio.regione.lazio.it,7,wikidata;wikidata,Regional Council of Lazio,central-1
consiglio.regione.lombardia.it,7,wikidata;wikidata,Regional Council of Lombardy,central-1
consiglio.regione.molise.it,7,wikidata;wikidata,Regional Council of Molise,central-1
consiglio.regione.sardegna.it,7,wikidata;wikidata,Regional Council of Sardinia,central-1
consiglio.regione.toscana.it,7,wikidata;wikidata,Regional Council of Tuscany,central-1
consiglio.regione.umbria.it,7,wikidata;wikidata,Regional Council of Umbria,central-1
consiglio.regione.vda.it,7,wikidata;wikidata,Regional Council of the Aosta Valley,central-1
consiglioregionale.calabria.it,7,wikidata;wikidata,Regional Council of Calabria,central-1
consiglioveneto.it,7,wikidata;wikidata,Regional Council of Veneto,central-1
cr.campania.it,7,wikidata;wikidata,Regional Council of Campania,central-1
cr.piemonte.it,7,wikidata;wikidata,Regional Council of Piedmont,central-1
regionalrat.tnst.it,7,wikidata;wikidata,Regional council of Trentino-Alto Adige/Südtirol,central-1
regione.liguria.it,7,wikidata;wikidata;wikidata,Regional Council of Liguria | Liguria,central-1
regione.marche.it,7,wikidata;wikidata;wikidata,Government of Marche | Marche,central-1
areu.lombardia.it,4,wikidata,Agenzia Regionale Emergenza Urgenza,central-1
arpa.emr.it,4,wikidata,Agenzia Regionale Prevenzione E Ambiente Della Regione Emilia-Romagna,central-1
statistica.regione.veneto.it,4,wikidata,Q109669672,central-1
unipi.it,7,wikidata;wikidata;wikidata;wikidata,University of Pisa,university
uniroma1.it,7,wikidata;wikidata,Sapienza University of Rome,university
uniroma3.it,7,wikidata;wikidata,Università degli Studi Roma Tre,university
unisalento.it,7,wikidata;wikidata,University of Salento,university
conservatoriodicosenza.it,4,wikidata,Conservatoire of Cosenza,university
fondazionecsc.it,4,wikidata,National Film School,university
international.unina.it,4,wikidata,University of Naples Federico II,university
portale.conservatoriodicosenza.it,4,wikidata,Conservatoire of Cosenza,university
portale.unibas.it,4,wikidata,University of Basilicata,university
portale.unipv.it,4,wikidata,University of Pavia,university
unibg.it,4,wikidata,University of Bergamo,university
unibo.it,4,wikidata,University of Bologna,university
unica.it,4,wikidata,University of Cagliari,university
unimc.it,4,wikidata,University of Macerata,university
unimi.it,4,wikidata,University of Milan,university
unina.it,4,wikidata,University of Naples Federico II,university
unipr.it,4,wikidata,University of Parma,university
uniroma4.it,4,wikidata,Foro Italico University of Rome,university
unisa.it,4,wikidata,University of Salerno,university
unistrapg.it,4,wikidata,Università per Stranieri di Perugia,university
unite.it,4,wikidata,University of Teramo,university
units.it,4,wikidata,University of Trieste,university
uni-med.net,3,wikidata,Mediterranean Universities Union,university
comune.bari.it,7,wikidata;wikidata;wikidata,Bari City Council,local
comune.bologna.it,7,wikidata;wikidata;wikidata,Bologna City Council,local
comune.cagliari.it,7,wikidata;wikidata;wikidata;wikidata,city council of Cagliari | municipal council of Cagliari,local
comune.catania.it,7,wikidata;wikidata;wikidata,Catania City Council,local
comune.fi.it,7,wikidata;wikidata;wikidata,Florence City Council,local
comune.genova.it,7,wikidata;wikidata;wikidata,Genoa City Council,local
comune.milano.it,7,wikidata;wikidata;wikidata;wikidata;wikidata,City Council of Milan | City of Milan Local Police | Municipality of Milan,local
comune.montecatini-terme.pt.it,7,wikidata;wikidata,Q63494658,local
comune.monza.it,7,wikidata;wikidata,City Council of Monza,local
