domain,level,source,name
difesa.it,central,manual,
esteri.it,central,manual,
giustizia.it,central,manual,
gov.it,central,manual,
governo.it,central,manual,
ingv.it,central,manual,INGV (Istituto Nazionale di Geofisica e Vulcanologia)
istruzione.it,central,manual,
parlamento.it,central,manual,
politicheagricole.it,central,manual,
politichefamiglia.it,central,manual,
quirinale.it,central,manual,
