domain,level,name
difesa.it,central,
esteri.it,central,
giustizia.it,central,
gov.it,central,
governo.it,central,
ingv.it,central,INGV (Istituto Nazionale di Geofisica e Vulcanologia)
istruzione.it,central,
parlamento.it,central,
politicheagricole.it,central,
politichefamiglia.it,central,
quirinale.it,central,
