field,text
country_name,"none"
government_type,"parliamentary republic"
capital,"Dublin"
chief_of_state,"President Catherine CONNOLLY (since 11 November 2025)"
head_of_government,"Taoiseach (Prime Minister) Michael MARTIN (since 23 January 2025)"
judicial_highest_courts,"Supreme Court of Ireland (consists of the chief justice, 9 judges, 2 ex-officio members -- the presidents of the High Court and Court of Appeal -- and organized in 3-, 5-, or 7-judge panels, depending on the importance or complexity of an issue of law)"
constitution_history,"previous 1922; latest drafted 14 June 1937, adopted by plebiscite 1 July 1937, effective 29 December 1937"
