hostname,score,sources,label,level
superiorcourts.org.na,9,wikidata;wikidata,Supreme Court of Namibia | High Court of Namibia,
parliament.na,8,wikidata;wikidata;wikidata;wikidata,National Council of Namibia | Parliament of Namibia | National Assembly,central
mof.na,7,wikidata;wikidata,Ministry of Finance,central
windhuk.diplo.de,6,wikidata;wikidata,"Embassy of Germany, Windhoek",central
bon.com.na,4,wikidata,Bank of Namibia,
citypolice.org.na,4,wikidata,Windhoek City Police Service,
ecn.na,4,wikidata,Electoral Commission of Namibia,central
na.usembassy.gov,4,wikidata,"Embassy of the United States, Windhoek",central
ncaa.com.na,4,wikidata,Namibia Directorate of Civil Aviation,
nfc.na,4,wikidata,Namibia Film Commission,
nsa.org.na,4,wikidata,Namibia Statistics Agency,
nsi.com.na,4,wikidata,Namibian Standards Institution,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Namibia,
finlandabroad.fi,3,wikidata,"Embassy of Finland, Windhoek",central
ghanahighcommission-namibia.com,3,wikidata,high commission of Ghana in Namibia,central
na.ambafrance.org,3,wikidata,"Embassy of France, Windhoek",central
namibia.mid.ru,3,wikidata,embassy of Russia in Namibia,central
