field,text
country_name,"none"
government_type,"federal parliamentary democracy (Parliament of Canada) under a constitutional monarchy; a Commonwealth realm; federal and state authorities and responsibilities regulated in constitution"
capital,"Ottawa"
chief_of_state,"King CHARLES III (since 8 September 2022); represented by Governor General Mary SIMON (since 26 July 2021)"
head_of_government,"Prime Minister Mark CARNEY (since 14 March 2025)"
judicial_highest_courts,"Supreme Court of Canada (consists of the chief justice and 8 judges)"
constitution_history,"consists of unwritten and written acts, customs, judicial decisions, and traditions dating from 1763; the written part of the constitution consists of the Constitution Act of 29 March 1867, which created a federation of four provinces, and the Constitution Act of 17 April 1982"
