subdomain,mx
actionsociale.gouv.tg,1 smtp.mail.gouv.tg.
agriculture.gouv.tg,1 smtp.mail.gouv.tg.
annuaire.agriculture.gouv.tg,none
ap.environnement.gouv.tg,none
appstogo.gouv.tg,none
aris.gouv.tg,none
artisanat.gouv.tg,1 smtp.mail.gouv.tg.
beta.construireautogo.gouv.tg,none
budget.gouv.tg,1 aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
cadastre.gouv.tg,0 cadastre.gouv.tg.
chartegraphique.gouv.tg,0 _dc-mx.638ed722b168.chartegraphique.gouv.tg.
chr-lc.sante.gouv.tg,none
chu-campus.sante.gouv.tg,none
chu-kara.sante.gouv.tg,none
chu-tokoin.sante.gouv.tg,none
cnpe.gouv.tg,0 _dc-mx.fb58756a5668.cnpe.gouv.tg.
commerce.gouv.tg,1 smtp.mail.gouv.tg.
communication.gouv.tg,1 smtp.mail.gouv.tg.
concours-cert.gouv.tg,0 concours-cert.gouv.tg.
construireautogo.gouv.tg,0 construireautogo.gouv.tg.
coordonnateur.gouv.tg,none
cpanel.actionsociale.gouv.tg,none
cpanel.agriculture.gouv.tg,none
cpanel.api-smartdata.gouv.tg,none
cpanel.appstogo.gouv.tg,none
cpanel.aris.gouv.tg,none
cpanel.artisanat.gouv.tg,none
cpanel.budget.gouv.tg,none
cpanel.cadastre.gouv.tg,none
cpanel.ccs-smartdata.gouv.tg,none
cpanel.chartegraphique.gouv.tg,none
cpanel.cnpe.gouv.tg,none
cpanel.commerce.gouv.tg,none
cpanel.communication.gouv.tg,none
cpanel.concours-cert.gouv.tg,none
cpanel.construireautogo.gouv.tg,none
cpanel.coordonnateur.gouv.tg,none
cpanel.culture.gouv.tg,none
cpanel.dadc.gouv.tg,none
cpanel.dash-smartdata.gouv.tg,none
cpanel.data.gouv.tg,none
cpanel.dban.gouv.tg,none
cpanel.dbgouv.gouv.tg,none
cpanel.defense.gouv.tg,none
cpanel.devbase.gouv.tg,none
cpanel.diaspora.gouv.tg,none
cpanel.diasporatg.gouv.tg,none
cpanel.diplomatie.gouv.tg,none
cpanel.domaine.gouv.tg,none
cpanel.droitsdelhomme.gouv.tg,none
cpanel.e-regulation.gouv.tg,none
