subdomain,parent_domain,http_status
2023.moed.gov.sy,gov.sy,SSL certificate problem: unable to get local issuer certificate
2024.moed.gov.sy,gov.sy,SSL certificate problem: unable to get local issuer certificate
admin-apply.mofaex.gov.sy,gov.sy,200
admin-cp.petde.gov.sy,gov.sy,200
admin-home.mycompany.gov.sy,gov.sy,SSL certificate problem: certificate has expired
admin.chat.ssf.gov.sy,gov.sy,Could not resolve host: admin.chat.ssf.gov.sy
admin.el.ssf.gov.sy,gov.sy,Connection timed out after 3002 milliseconds
admin.hiring.moad.gov.sy,gov.sy,200
admin.moenergy.gov.sy,gov.sy,Could not resolve host: admin.moenergy.gov.sy
admin.queue.daraa.gov.sy,gov.sy,200
agrobank.gov.sy,gov.sy,SSL certificate problem: unable to get local issuer certificate
aleppo.gov.sy,gov.sy,SSL: no alternative certificate subject name matches target hostname 'aleppo.gov.sy'
aleppowater.gov.sy,gov.sy,302
alpairport.gov.sy,gov.sy,200
analytics.momc.gov.sy,gov.sy,Could not resolve host: analytics.momc.gov.sy
anjez.gov.sy,gov.sy,SSL certificate problem: unable to get local issuer certificate
api-dev.casi.gov.sy,gov.sy,400
api-nerc.moenergy.gov.sy,gov.sy,400
api-new.attendance.daraa.gov.sy,gov.sy,502
api-stg.casi.gov.sy,gov.sy,500
api-v2.attendance.daraa.gov.sy,gov.sy,502
api.attendance.daraa.gov.sy,gov.sy,SSL: no alternative certificate subject name matches target hostname 'api.attendance.daraa.gov.sy'
api.biometrics.moad.gov.sy,gov.sy,SSL certificate problem: self-signed certificate
api.casi.gov.sy,gov.sy,502
api.estemarat.moh.gov.sy,gov.sy,200
api.hama.gov.sy,gov.sy,405
api.hrsystem.moad.gov.sy,gov.sy,302
api.igcc.gov.sy,gov.sy,404
api.moad.gov.sy,gov.sy,404
api.moenergy.gov.sy,gov.sy,Could not resolve host: api.moenergy.gov.sy
api.nawat.moad.gov.sy,gov.sy,302
api.qr.moad.gov.sy,gov.sy,404
api.queue.daraa.gov.sy,gov.sy,401
api.staging.hrsystem.moad.gov.sy,gov.sy,SSL: no alternative certificate subject name matches target hostname 'api.staging.hrsystem.moad.gov.sy'
api.staging.nawat.moad.gov.sy,gov.sy,SSL: no alternative certificate subject name matches target hostname 'api.staging.nawat.moad.gov.sy'
api.syrianpost.gov.sy,gov.sy,403
api.tawasal.moh.gov.sy,gov.sy,Could not resolve host: api.tawasal.moh.gov.sy
api.v2.attendance.daraa.gov.sy,gov.sy,404
apimurasalat.gov.sy,gov.sy,200
apis.calender.system.mow.gov.sy,gov.sy,404
apis.ijazah.system.mow.gov.sy,gov.sy,404
apis.mousqes.system.mow.gov.sy,gov.sy,200
apis.requests.system.mow.gov.sy,gov.sy,200
apis.surveys.mow.gov.sy,gov.sy,SSL certificate problem: unable to get local issuer certificate
apis.surveys.system.mow.gov.sy,gov.sy,200
apitawasal.moh.gov.sy,gov.sy,200
app-new.attendance.daraa.gov.sy,gov.sy,200
app.civilaffair-moi.gov.sy,gov.sy,301
app.gaca.gov.sy,gov.sy,Could not resolve host: app.gaca.gov.sy
app.gaf.gov.sy,gov.sy,500
app.masjidak.mow.gov.sy,gov.sy,Could not resolve host: app.masjidak.mow.gov.sy
app.moed.gov.sy,gov.sy,Could not resolve host: app.moed.gov.sy
app.moj.gov.sy,gov.sy,200
apply.hiring.moad.gov.sy,gov.sy,200
apply.mofaex.gov.sy,gov.sy,200
appointment-admin.moh.gov.sy,gov.sy,307
appointment-api.moh.gov.sy,gov.sy,200
appointment-patient.moh.gov.sy,gov.sy,307
archive.system.mow.gov.sy,gov.sy,302
archivesys.moed.gov.sy,gov.sy,SSL certificate problem: unable to get local issuer certificate
areamng.hama.gov.sy,gov.sy,Could not resolve host: areamng.hama.gov.sy
asasy2018.moed.gov.sy,gov.sy,SSL certificate problem: unable to get local issuer certificate
attach.gaf.gov.sy,gov.sy,404
attend.gaf.gov.sy,gov.sy,404
attendance.moad.gov.sy,gov.sy,404
attendancehoms.moad.gov.sy,gov.sy,302
auth.daraa.gov.sy,gov.sy,Could not resolve host: auth.daraa.gov.sy
auth.momc.gov.sy,gov.sy,302
auto.moi.gov.sy,gov.sy,Could not resolve host: auto.moi.gov.sy
auto.momc.gov.sy,gov.sy,200
autoconfig.latakia.gov.sy,gov.sy,200
autoconfig.mail.ssf.gov.sy,gov.sy,SSL: no alternative certificate subject name matches target hostname 'autoconfig.mail.ssf.gov.sy'
autoconfig.moed.gov.sy,gov.sy,200
autoconfig.ncaq-gov.sy,gov.sy,Could not resolve host: autoconfig.ncaq-gov.sy
autoconfig.ncmp.gov.sy,gov.sy,200
autoconfig.sgmc.gov.sy,gov.sy,Could not resolve host: autoconfig.sgmc.gov.sy
autodiscover.latakia.gov.sy,gov.sy,200
autodiscover.mail.ssf.gov.sy,gov.sy,Could not resolve host: autodiscover.mail.ssf.gov.sy
autodiscover.moed.gov.sy,gov.sy,Could not resolve host: autodiscover.moed.gov.sy
