subdomain,http_status,mx
admin.naurujudiciary.gov.nr,404,none
autodiscover.nauru.gov.nr,200,none
autodiscover.nauruhealth.gov.nr,SSL: no alternative certificate subject name matches target hostname 'autodiscover.nauruhealth.gov.nr',none
cpanel.nauruhealth.gov.nr,SSL: no alternative certificate subject name matches target hostname 'cpanel.nauruhealth.gov.nr',none
cpanel.naurujudiciary.gov.nr,200,none
cpcalendars.nauruhealth.gov.nr,SSL: no alternative certificate subject name matches target hostname 'cpcalendars.nauruhealth.gov.nr',none
cpcalendars.naurujudiciary.gov.nr,503,none
cpcontacts.nauruhealth.gov.nr,SSL: no alternative certificate subject name matches target hostname 'cpcontacts.nauruhealth.gov.nr',none
cpcontacts.naurujudiciary.gov.nr,503,none
ecrcp.gov.nr,301,none
finance.gov.nr,SSL: no alternative certificate subject name matches target hostname 'finance.gov.nr',10 relay.nauru.gov.nr.
gov.nr,HttpConnectTimeoutException: HTTP connect timed out,10 mail.gov.nr.
ict.gov.nr,SSL: no alternative certificate subject name matches target hostname 'ict.gov.nr',10 relay.nauru.gov.nr.
justice.gov.nr,200,10 mail.gov.nr.
limiter.gov.nr,Connection timed out after 3002 milliseconds,none
link.brisbane.gov.nr,404,25 track.smtp2go.net.
mail.gov.nr,Connection timed out after 3000 milliseconds,10 mail.gov.nr.
mail.nauru.gov.nr,200,none
mail.nauruhealth.gov.nr,SSL: no alternative certificate subject name matches target hostname 'mail.nauruhealth.gov.nr',none
mail.naurujudiciary.gov.nr,301,none
mail.npf.gov.nr,SSL: no alternative certificate subject name matches target hostname 'mail.npf.gov.nr',none
naoero.gov.nr,200,
nauru.gov.nr,200,10 mail.nauru.gov.nr.
nauruhealth.gov.nr,SSL: no alternative certificate subject name matches target hostname 'nauruhealth.gov.nr',none
nauruhr.gov.nr,200,10 nauruhr.gov.nr.
naurujudiciary.gov.nr,200,10 mail.naurujudiciary.gov.nr.
nmc.gov.nr,Operation timed out after 3002 milliseconds with 0 bytes received,0 nmc-gov-nr.mail.protection.outlook.com.
notification.naurujudiciary.gov.nr,502,none
npf.gov.nr,SSL: no alternative certificate subject name matches target hostname 'npf.gov.nr',0 npf-gov-nr.mail.protection.outlook.com.
ronlaw.gov.nr,200,none
ronwanonline.gov.nr,Could not resolve host: ronwanonline.gov.nr,none
stats.gov.nr,Operation timed out after 3001 milliseconds with 0 bytes received,none
vpn.npf.gov.nr,SSL certificate problem: self-signed certificate,none
vrid.gov.nr,"OpenSSL SSL_read: OpenSSL/3.5.3: error:0A000126:SSL routines::unexpected eof while reading, errno 0",10 vrid.gov.nr.
webdisk.nauruhealth.gov.nr,SSL: no alternative certificate subject name matches target hostname 'webdisk.nauruhealth.gov.nr',none
webdisk.naurujudiciary.gov.nr,401,none
webmail.nauruhealth.gov.nr,SSL: no alternative certificate subject name matches target hostname 'webmail.nauruhealth.gov.nr',none
webmail.naurujudiciary.gov.nr,200,none
www.ecrcp.gov.nr,200,none
www.nauruhealth.gov.nr,SSL: no alternative certificate subject name matches target hostname 'www.nauruhealth.gov.nr',none
www.naurujudiciary.gov.nr,301,none
www.nmc.gov.nr,Operation timed out after 3001 milliseconds with 0 bytes received,none
www.vrid.gov.nr,"OpenSSL SSL_read: OpenSSL/3.5.3: error:0A000126:SSL routines::unexpected eof while reading, errno 0",none
