subdomain,http_status
accreditationpresse.gov.bf,Connection timed out after 3002 milliseconds
action-sociale.gov.bf,301
admin.gov.bf,Could not resolve host: admin.gov.bf
agrementtechnique.mdenp.gov.bf,SSL certificate problem: self-signed certificate
agriculture.gov.bf,301
alias.gov.bf,200
ambabf-afriquedusud.gov.bf,301
anpe.gov.bf,Resolving timed out after 3000 milliseconds
anptic.gov.bf,Operation timed out after 3001 milliseconds with 0 bytes received
aobop.fonction-publique.gov.bf,SSL certificate problem: self-signed certificate
api-sintax-homologation.impots.gov.bf,Could not resolve host: api-sintax-homologation.impots.gov.bf
api-sintax.impots.gov.bf,Could not resolve host: api-sintax.impots.gov.bf
api.erile.amp.sante.gov.bf,Connection timed out after 3000 milliseconds
apiv2.erile.amp.sante.gov.bf,Resolving timed out after 3000 milliseconds
arcop.gov.bf,Could not resolve host: arcop.gov.bf
asbc.sante.gov.bf,Connection timed out after 3002 milliseconds
asmp.fonction-publique.gov.bf,SSL certificate problem: self-signed certificate
assembleenationale.gov.bf,Could not resolve host: assembleenationale.gov.bf
assises-nationales.education.gov.bf,Failed to connect to assises-nationales.education.gov.bf port 443 after 356 ms: Could not connect to server
assises-resina.gov.bf,Operation timed out after 3001 milliseconds with 0 bytes received
assistant-peogo.gov.bf,Connection timed out after 3002 milliseconds
ati.gov.bf,200
attestationtravail.fonction-publique.gov.bf,SSL certificate problem: self-signed certificate
autodiscover.gov.bf,Could not resolve host: autodiscover.gov.bf
autorisationdenseigner.menapln.gov.bf,SSL certificate problem: self-signed certificate
autorisationdenseigner.mesrsi.gov.bf,Could not resolve host: autorisationdenseigner.mesrsi.gov.bf
av.gov.bf,Could not resolve host: av.gov.bf
bbb-demo.gov.bf,TLS connect error: error:0A0000C6:SSL routines::packet length too long
biblio.enp.gov.bf,Connection timed out after 3001 milliseconds
bina.gov.bf,404
bitrix-crm.corus-insp.gov.bf,Could not resolve host: bitrix-crm.corus-insp.gov.bf
bncedeao.gov.bf,Failed to connect to bncedeao.gov.bf port 443 after 1496 ms: Could not connect to server
bncedeao.integration.gov.bf,Could not resolve host: bncedeao.integration.gov.bf
bondon.gov.bf,Could not resolve host: bondon.gov.bf
bondoo-sig.gov.bf,Operation timed out after 3002 milliseconds with 0 bytes received
bondoo-test.gov.bf,Operation timed out after 3002 milliseconds with 0 bytes received
bondoo.gov.bf,302
calendar.gov.bf,Operation timed out after 3002 milliseconds with 0 bytes received
carteau.gov.bf,Connection timed out after 3002 milliseconds
casierjudiciaire.justice.gov.bf,SSL certificate problem: self-signed certificate
catalogue.sante.gov.bf,Could not resolve host: catalogue.sante.gov.bf
catalogues.ms.sante.gov.bf,Connection timed out after 3002 milliseconds
cenamafs.education.gov.bf,Operation timed out after 3001 milliseconds with 0 bytes received
cenou.gov.bf,301
certificatnationalite.justice.gov.bf,SSL certificate problem: certificate has expired
ces.gov.bf,Could not resolve host: ces.gov.bf
chubogodogo.gov.bf,Connection timed out after 3000 milliseconds
cim.gov.bf,200
ciospb.gov.bf,301
cloud.gov.bf,Could not resolve host: cloud.gov.bf
cnes.gov.bf,200
cnpe.gov.bf,200
cod.matd.gov.bf,Could not resolve host: cod.matd.gov.bf
collabo.gov.bf,Connection timed out after 3000 milliseconds
commcare-vaccination.sante.gov.bf,Could not resolve host: commcare-vaccination.sante.gov.bf
commcare.sante.gov.bf,Connection timed out after 3001 milliseconds
commerce.gov.bf,Could not resolve host: commerce.gov.bf
communication.gov.bf,Could not resolve host: communication.gov.bf
conference.gov.bf,Failed to connect to conference.gov.bf port 443 after 1464 ms: Could not connect to server
conseil-constitutionnel.gov.bf,301
conseil-etat.gov.bf,SSL certificate problem: certificate has expired
copil-bodi.gov.bf,200
copil-eburkina.gov.bf,Connection timed out after 3000 milliseconds
copil-gcloud.gov.bf,Connection timed out after 3003 milliseconds
copil-resina.gov.bf,Connection timed out after 3002 milliseconds
corev-telecomtic.gov.bf,Connection timed out after 3001 milliseconds
corus-insp.gov.bf,Could not resolve host: corus-insp.gov.bf
corus.gov.bf,SSL certificate problem: certificate has expired
cour-cassation.gov.bf,SSL certificate problem: certificate has expired
cour-comptes.gov.bf,Operation timed out after 3000 milliseconds with 0 bytes received
courriers.sante.gov.bf,SSL certificate problem: certificate has expired
covidinfo.sante.gov.bf,Connection timed out after 3002 milliseconds
cps-pnlp.sante.gov.bf,Could not resolve host: cps-pnlp.sante.gov.bf
crm.corus-insp.gov.bf,Could not resolve host: crm.corus-insp.gov.bf
csc.gov.bf,Resolving timed out after 3000 milliseconds
culture.gov.bf,Resolving timed out after 3001 milliseconds
dascle.education.gov.bf,Could not resolve host: dascle.education.gov.bf
dashboard.gov.bf,Connection timed out after 3002 milliseconds
data.gov.bf,200
dec.gov.bf,Failed to connect to dec.gov.bf port 443 after 1443 ms: Could not connect to server
defense.gov.bf,301
demo.gov.bf,Connection timed out after 3002 milliseconds
dgaie.gov.bf,Operation timed out after 3002 milliseconds with 0 bytes received
dgb.gov.bf,200
dgcmef.gov.bf,Operation timed out after 3002 milliseconds with 0 bytes received
dgcoop.gov.bf,Operation timed out after 3000 milliseconds with 0 bytes received
dgep.gov.bf,Connection timed out after 3002 milliseconds
dgess.finances.gov.bf,Connection timed out after 3000 milliseconds
dgmp.gov.bf,Connection timed out after 3001 milliseconds
dgtic.gov.bf,Connection timed out after 3002 milliseconds
dgtic.mdenp.gov.bf,Connection timed out after 3000 milliseconds
dhis-capture-test.sante.gov.bf,SSL certificate problem: certificate has expired
dialin.gov.bf,Could not resolve host: dialin.gov.bf
diospb.education.gov.bf,Connection timed out after 3000 milliseconds
discuss.gov.bf,Connection timed out after 3001 milliseconds
dise.gov.bf,SSL certificate problem: self-signed certificate in certificate chain
droits-humains.gov.bf,SSL certificate problem: certificate has expired
e-competences.gov.bf,Connection timed out after 3000 milliseconds
e-formation.ms.sante.gov.bf,Connection timed out after 3001 milliseconds
e-services.gov.bf,Could not resolve host: e-services.gov.bf
eburkina.gov.bf,Connection timed out after 3000 milliseconds
ecm-office.gov.bf,Connection timed out after 3001 milliseconds
econcours-pro.gov.bf,200
econcours.gov.bf,200
econseil.gov.bf,200
edu.gov.bf,Connection timed out after 3000 milliseconds
education.gov.bf,301
ee.ms.sante.gov.bf,Connection timed out after 3000 milliseconds
eformation.gov.bf,Connection timed out after 3001 milliseconds
ena.gov.bf,Failed to connect to ena.gov.bf port 443 after 1737 ms: Could not connect to server
enam.gov.bf,SSL certificate problem: self-signed certificate
enaref.gov.bf,200
enef.gov.bf,Connection timed out after 3001 milliseconds
energie-mines.gov.bf,301
energie.gov.bf,SSL: no alternative certificate subject name matches target hostname 'energie.gov.bf'
enfance.gov.bf,Connection timed out after 3001 milliseconds
enp.gov.bf,Connection timed out after 3001 milliseconds
environnement.gov.bf,301
erile.amp.sante.gov.bf,Could not resolve host: erile.amp.sante.gov.bf
esi-upb.gov.bf,SSL certificate problem: certificate has expired
esintax.impots.gov.bf,Connection timed out after 3000 milliseconds
express.gov.bf,Connection timed out after 3002 milliseconds
fafpa.gov.bf,Connection timed out after 3000 milliseconds
faij.gov.bf,SSL certificate problem: certificate has expired
fapp.gov.bf,Connection timed out after 3000 milliseconds
finances.gov.bf,301
fndsi.gov.bf,Connection timed out after 3002 milliseconds
fonction-publique.gov.bf,301
foner.gov.bf,SSL certificate problem: certificate has expired
formation-pnlp.sante.gov.bf,Could not resolve host: formation-pnlp.sante.gov.bf
formation.ms-surveillance.gov.bf,Connection timed out after 3001 milliseconds
formation.resurepmrah.gov.bf,302
formation.sbe-environnement.gov.bf,SSL certificate problem: certificate has expired
forms-peogo.gov.bf,Connection timed out after 3002 milliseconds
gcob.gov.bf,301
geocatalogue.sigsr.gov.bf,Connection timed out after 3002 milliseconds
gitlab.anptic.gov.bf,Connection timed out after 3002 milliseconds
gitlab.erile.amp.sante.gov.bf,Connection timed out after 3000 milliseconds
godata.sante.gov.bf,SSL certificate problem: certificate has expired
gouvernement.gov.bf,200
gratuite.sante.gov.bf,Connection timed out after 3002 milliseconds
hcds.gov.bf,301
hcrun.gov.bf,SSL certificate problem: certificate has expired
helpdesk.gov.bf,302
identifiant-unique.gov.bf,Connection timed out after 3002 milliseconds
impots.gov.bf,Connection timed out after 3001 milliseconds
indicateurs.gov.bf,Connection timed out after 3001 milliseconds
inera.gov.bf,Could not resolve host: inera.gov.bf
info.ms-surveillance.gov.bf,Connection timed out after 3001 milliseconds
infrastructures.gov.bf,SSL certificate problem: certificate has expired
inspection-du-travail.gov.bf,Connection timed out after 3001 milliseconds
integration.gov.bf,SSL certificate problem: certificate has expired
inventaire.sante.gov.bf,Failed to connect to inventaire.sante.gov.bf port 443 after 360 ms: Could not connect to server
ipbx.fonction-publique.gov.bf,Could not resolve host: ipbx.fonction-publique.gov.bf
ipbx1.fonction-publique.gov.bf,Could not resolve host: ipbx1.fonction-publique.gov.bf
it.finances.gov.bf,Could not resolve host: it.finances.gov.bf
itie-bf.gov.bf,Could not resolve host: itie-bf.gov.bf
jeb-jpec.gov.bf,SSL certificate problem: self-signed certificate
jeb.gov.bf,SSL certificate problem: self-signed certificate
jeunesse.gov.bf,301
jpec.gov.bf,SSL certificate problem: self-signed certificate
juriburkina.justice.gov.bf,Connection timed out after 3002 milliseconds
kc.ms.sante.gov.bf,Connection timed out after 3001 milliseconds
kf.ms.sante.gov.bf,Connection timed out after 3002 milliseconds
lnbtp.gov.bf,301
lnsp.gov.bf,301
lyncdiscover.gov.bf,Could not resolve host: lyncdiscover.gov.bf
mae.gov.bf,301
mail.dgaie.gov.bf,Could not resolve host: mail.dgaie.gov.bf
mail.gov.bf,Could not resolve host: mail.gov.bf
mailer.gov.bf,302
mails.edu.gov.bf,Connection timed out after 3002 milliseconds
mails.gov.bf,302
matd.gov.bf,301
mcrpintranet.gov.bf,Could not resolve host: mcrpintranet.gov.bf
mdenp.gov.bf,Could not resolve host: mdenp.gov.bf
mdhpc.gov.bf,SSL: no alternative certificate subject name matches target hostname 'mdhpc.gov.bf'
me.gov.bf,SSL certificate problem: certificate has expired
mea.gov.bf,301
mediateurfaso.gov.bf,301
meet.anptic.gov.bf,SSL: no alternative certificate subject name matches target hostname 'meet.anptic.gov.bf'
meet.gov.bf,Could not resolve host: meet.gov.bf
meet.secka.gov.bf,Connection timed out after 3002 milliseconds
mena.gov.bf,Could not resolve host: mena.gov.bf
mesrsi.gov.bf,301
mg01.gov.bf,Failed to connect to mg01.gov.bf port 443 after 235 ms: Could not connect to server
mg02.gov.bf,Failed to connect to mg02.gov.bf port 443 after 234 ms: Could not connect to server
mhealth.ms.sante.gov.bf,Could not resolve host: mhealth.ms.sante.gov.bf
mhu.gov.bf,301
mines.gov.bf,SSL certificate problem: certificate has expired
missions.sante.gov.bf,SSL certificate problem: certificate has expired
mobilite.gov.bf,Connection timed out after 3002 milliseconds
mobiliteback.gov.bf,Connection timed out after 3001 milliseconds
mra.gov.bf,301
ms-surveillance.gov.bf,Connection timed out after 3002 milliseconds
ms.sante.gov.bf,Connection timed out after 3002 milliseconds
museenational.gov.bf,301
nendo.gov.bf,Connection timed out after 3001 milliseconds
office.bondoo-test.gov.bf,Could not resolve host: office.bondoo-test.gov.bf
onehealth.gov.bf,Could not resolve host: onehealth.gov.bf
onlyoffice.gov.bf,Could not resolve host: onlyoffice.gov.bf
onsp.ms.sante.gov.bf,Could not resolve host: onsp.ms.sante.gov.bf
ouaga-igw.gov.bf,Could not resolve host: ouaga-igw.gov.bf
ouaga-intgw.gov.bf,Could not resolve host: ouaga-intgw.gov.bf
passetic.gov.bf,Operation timed out after 3000 milliseconds with 0 bytes received
plaintes.gov.bf,Connection timed out after 3002 milliseconds
plateforme.jeunesse.gov.bf,SSL certificate problem: certificate has expired
pmg.gov.bf,Could not resolve host: pmg.gov.bf
pndes.gov.bf,301
pnlp.sante.gov.bf,Could not resolve host: pnlp.sante.gov.bf
police.gov.bf,200
portail.gov.bf,404
portail.sigsr.gov.bf,Could not resolve host: portail.sigsr.gov.bf
ppp.gov.bf,Failed to connect to ppp.gov.bf port 443 after 1308 ms: Could not connect to server
prfp.gov.bf,Connection timed out after 3002 milliseconds
primature.gov.bf,200
progres.gov.bf,SSL: no alternative certificate subject name matches target hostname 'progres.gov.bf'
projets.anptic.gov.bf,Connection timed out after 3002 milliseconds
prometheus-web01.gov.bf,Connection timed out after 3002 milliseconds
rapidpro.ms.sante.gov.bf,Could not resolve host: rapidpro.ms.sante.gov.bf
rapidpro.sante.gov.bf,SSL certificate problem: certificate has expired
rec-mobile.sante.gov.bf,Could not resolve host: rec-mobile.sante.gov.bf
repertoire-projets.sante.gov.bf,Could not resolve host: repertoire-projets.sante.gov.bf
