hostname,score,sources,label,level
just.ro,10,wikidata;wikidata;linkgraph,Ministry of Justice,central
ahkrumaenien.ro,7,wikidata;wikidata,German-Romanian Chamber of Industry and Commerce,
arhivelenationale.ro,7,wikidata;wikidata,National Historical Central Archives | National Archives of Romania,
cultura.ro,7,wikidata;wikidata,Ministry of Culture,central
dataprotection.ro,7,wikidata;linkgraph,National Supervisory Authority for Personal Data Processing,central
edu.ro,7,wikidata;wikidata,Ministry of Education of Romania,central
madr.ro,7,wikidata;wikidata,Ministry of Agriculture and Rural Development of Romania,central
mae.ro,7,wikidata;wikidata,Ministry of Foreign Affairs of Romania,central
mapn.ro,7,wikidata;wikidata,Ministry of National Defense,central
mcsi.ro,7,wikidata;wikidata,Ministry of Communications and Information Society,central
mdlpa.ro,7,wikidata;wikidata,"Ministry for Development, Public Works and Administration",central
mmediu.ro,7,wikidata;wikidata,"Ministry of Environment, Water and Forests",central
mmuncii.ro,7,wikidata;wikidata,"Ministry of Labour, Family, Youth and Social Solidarity",central
ms.ro,7,wikidata;wikidata,Ministry of Health,central
parlament.ro,7,wikidata;wikidata,Parliament of Romania,central
rosa.ro,7,wikidata;wikidata,Romanian Space Agency,
gesuiti.it,6,wikidata;wikidata,Euromediterranean Province of the Jesuits,
guv.ro,6,un_desa,UN/DESA national portal,
mpublic.ro,6,wikidata,Prosecutor's Office attached to the High Court of Cassation and Justice,
rumaenien.um.dk,6,wikidata;wikidata,"Embassy of Denmark, Bucharest | Embassy of Croatia in Romania",central
scj.ro,6,wikidata,High Court of Cassation and Justice,central
afer.ro,4,wikidata,Romanian Railway Authority,
afm.ro,4,wikidata,Administration of the Environment Fund,
ambasadamaroc.ro,4,wikidata,embassy of Morocco in Romania,central
ancpi.ro,4,wikidata,Agenția Națională de Cadastru și Publicitate Imobiliară,
anif.ro,4,wikidata,National Administration of Land Improvements,
anpc.ro,4,wikidata,National Authority for Consumer Protection of Romania,
anre.ro,4,wikidata,Romanian Energy Regulatory Authority,
anrsc.ro,4,wikidata,National Authority for Regulating Community Services Public Utilities,
ansvsa.ro,4,wikidata,"Romanian Sanitary, Veterinary and Food Safety Authority",
apia.org.ro,4,wikidata,Agriculture Payments and Intervention Agency,
aracis.ro,4,wikidata,ARACIS,
asfromania.ro,4,wikidata,Romanian Financial Supervisory Authority,central
atunisia.ro,4,wikidata,"Embassy of Tunisia, Bucharest",central
bibnat.ro,4,wikidata,National Library of Romania,
bnr.ro,4,wikidata,National Bank of Romania,
bukarest.mfa.gov.hu,4,wikidata,"Hungarian embassy, Bucharest",central
ccia-arad.ro,4,wikidata,"Arad Chamber of Commerce, Industry and Agriculture",
cciat.ro,4,wikidata,Chamber of Commerce Industry and Agriculture Timisoara,
ccr.ro,4,wikidata,Constitutional Court of Romania,central
cdep.ro,4,wikidata,Chamber of Deputies of Romania,central
chinaembassy.org.ro,4,wikidata,"Embassy of the People's Republic of China, Bucharest",central
clasate.cimec.ro,4,wikidata,National Heritage Institute,
cna.ro,4,wikidata,National Audiovisual Council,
cnadnr.ro,4,wikidata,Romania’s National Road Infrastructure Administration Company (CNAIR),
cncsis.ro,4,wikidata,National University Research Council,
cndi.ro,4,wikidata,National Council for Development and Innovation,
cnpp.ro,4,wikidata,National House of Pensions and Other Social Insurance Rights,
cnr-unesco.ro,4,wikidata,National Commission of Romania for UNESCO,
contragarantare.ro,4,wikidata,Q140800272,
csikszereda.mfa.gov.hu,4,wikidata,Hungarian General Consulate in Miercurea Ciuc,
curteadeconturi.ro,4,wikidata,Romanian Court of Accounts,
customs.ro,4,wikidata,Romanian Customs Authority,
ddbra.ro,4,wikidata,Danube Delta Biosphere Reserve Authority,
dgpi.ro,4,wikidata,Direcția Generală de Protecție Internă,
diicot.ro,4,wikidata,Directorate for Investigating Organized Crime and Terrorism,central
dna.ro,4,wikidata,National Anticorruption Directorate,
domeniilestatului.ro,4,wikidata,Q12720085,
embadeuruguay.ro,4,wikidata,embassy of Uruguay in Romania,central
ibiol.ro,4,wikidata,Institute of Biology Bucharest,
idah.ro,4,wikidata,Institute for Diagnosis and Animal Health,
igsu.ro,4,wikidata,Romanian General Inspectorate for Emergency Situations,
incd.ro,4,wikidata,Institutul Naţional de Cercetare-Dezvoltare in Construcţii Urbanism şi Dezvoltare Teritorială Durabilă,
incdt.ro,4,wikidata,Institutul Național de Cercetare - Dezvoltare în Turism,
inm.ro,4,wikidata,National Institute of Metrology,
insemex.ro,4,wikidata,Institutul Naţional de Cercetare-Dezvoltare pentru Securitate Minieră şi Protecţie Antiexplozivă - INSEMEX,
insse.ro,4,wikidata,National Institute of Statistics,central
ispaim.mapn.ro,4,wikidata,Institutul pentru Studii Politice de Apărare și Istorie Militara,
kolozsvar.mfa.gov.hu,4,wikidata,"Consulate General of Hungary, Cluj-Napoca",
mai-dga.ro,4,wikidata,Direcţia Generală Anticorupţie,
meteoromania.ro,4,wikidata,Administraţia Naţionala de Meteorologie,
mmanpis.ro,4,wikidata,Q18537297,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Bucharest",central
onpcsb.ro,4,wikidata,Romanian Office for the Prevention and Combating of Money Laundering,central
onrc.ro,4,wikidata,Trade Register,
patrimoniu.ro,4,wikidata,National Heritage Institute,
politiadefrontiera.ro,4,wikidata,Romanian Border Police,
politiaromana.ro,4,wikidata,Romanian Police,central
raan.ro,4,wikidata,Autonomous Administration for Nuclear Activities,
