hostname,score,sources,label,level,http_status,mx
just.ro,10,wikidata;wikidata;linkgraph,Ministry of Justice,central,200,10 mail.just.ro.
ahkrumaenien.ro,7,wikidata;wikidata,German-Romanian Chamber of Industry and Commerce,,301,0 ahkrumaenien-ro.mail.protection.outlook.com.
arhivelenationale.ro,7,wikidata;wikidata,National Historical Central Archives | National Archives of Romania,,503,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
cultura.ro,7,wikidata;wikidata,Ministry of Culture,central,503,5 mx.cultura.ro.; 10 mail.cultura.ro.
dataprotection.ro,7,wikidata;linkgraph,National Supervisory Authority for Personal Data Processing,central,200,20 mx2.dataprotection.ro.; 10 mx1.dataprotection.ro.
edu.ro,7,wikidata;wikidata,Ministry of Education of Romania,central,200,10 mailgov.edu.ro.
madr.ro,7,wikidata;wikidata,Ministry of Agriculture and Rural Development of Romania,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx1.stsmail.ro.; 10 mx2.stsmail.ro.
mae.ro,7,wikidata;wikidata,Ministry of Foreign Affairs of Romania,central,503,10 mx2.mae.ro.; 10 mx1.mae.ro.
mapn.ro,7,wikidata;wikidata,Ministry of National Defense,central,410,10 esa1.mapn.ro.; 10 esa2.mapn.ro.
mcsi.ro,7,wikidata;wikidata,Ministry of Communications and Information Society,central,ConnectException,none
mdlpa.ro,7,wikidata;wikidata,"Ministry for Development, Public Works and Administration",central,HttpConnectTimeoutException: HTTP connect timed out,10 accounts.mdlpa.ro.; 10 mx1.stsmail.ro.; 10 mx2.stsmail.ro.
mmediu.ro,7,wikidata;wikidata,"Ministry of Environment, Water and Forests",central,200,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
mmuncii.ro,7,wikidata;wikidata,"Ministry of Labour, Family, Youth and Social Solidarity",central,503,10 mail1.mmuncii.ro.
ms.ro,7,wikidata;wikidata,Ministry of Health,central,302,10 mx1.stsmail.ro.; 10 mx2.stsmail.ro.
parlament.ro,7,wikidata;wikidata,Parliament of Romania,central,HttpConnectTimeoutException: HTTP connect timed out,none
rosa.ro,7,wikidata;wikidata,Romanian Space Agency,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 mx.rosa.ro.
gesuiti.it,6,wikidata;wikidata,Euromediterranean Province of the Jesuits,,200,10 aspmx3.googlemail.com.; 10 aspmx2.googlemail.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
guv.ro,6,un_desa,UN/DESA national portal,,ConnectException,10 mail.guv.ro.; 20 mailgate.guv.ro.
mpublic.ro,6,wikidata,Prosecutor's Office attached to the High Court of Cassation and Justice,,503,10 mail.mpublic.ro.
rumaenien.um.dk,6,wikidata;wikidata,"Embassy of Denmark, Bucharest | Embassy of Croatia in Romania",central,301,none
scj.ro,6,wikidata,High Court of Cassation and Justice,central,404,10 mx1.stsmail.ro.; 10 mx2.stsmail.ro.
afer.ro,4,wikidata,Romanian Railway Authority,,HttpConnectTimeoutException: HTTP connect timed out,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
afm.ro,4,wikidata,Administration of the Environment Fund,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx1.stsmail.ro.; 10 mx2.stsmail.ro.
ambasadamaroc.ro,4,wikidata,embassy of Morocco in Romania,central,301,0 mail.ambasadamaroc.ro.
ancpi.ro,4,wikidata,Agenția Națională de Cadastru și Publicitate Imobiliară,,200,0 ancpi-ro.mail.protection.outlook.com.
anif.ro,4,wikidata,National Administration of Land Improvements,,301,0 mail.anif.ro.
anpc.ro,4,wikidata,National Authority for Consumer Protection of Romania,,503,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
anre.ro,4,wikidata,Romanian Energy Regulatory Authority,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 anre-ro.mail.protection.outlook.com.
anrsc.ro,4,wikidata,National Authority for Regulating Community Services Public Utilities,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching anrsc.ro found.,10 mail.anrsc.ro.
ansvsa.ro,4,wikidata,"Romanian Sanitary, Veterinary and Food Safety Authority",,503,10 mx1.stsmail.ro.; 10 mx2.stsmail.ro.
apia.org.ro,4,wikidata,Agriculture Payments and Intervention Agency,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
aracis.ro,4,wikidata,ARACIS,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching aracis.ro found.,0 aracis-ro.mail.protection.outlook.com.
asfromania.ro,4,wikidata,Romanian Financial Supervisory Authority,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.asfromania.ro.
atunisia.ro,4,wikidata,"Embassy of Tunisia, Bucharest",central,200,0 atunisia.ro.
b.politiaromana.ro,4,wikidata,Direcția Generală de Poliție a Municipiului București,central-1,200,10 mail.politiaromana.ro.
