field,text
country_name,"Republic of Mali"
government_type,"semi-presidential republic"
capital,"Bamako"
chief_of_state,"Transition President Assimi GOITA (since 7 June 2021)"
head_of_government,"Transition Prime Minister Abdoulaye MAIGA (since 22 November 2024)"
judicial_highest_courts,"Supreme Court or Cour Suprême (consists of 19 judges organized into judicial, administrative, and accounting sections); Constitutional Court (consists of 9 judges)"
constitution_history,"several previous; latest drafted 13 October 2022 and submitted to Transition President Assimi GOITA; final draft completed 1 March 2023; approved by referendum 18 June 2023; validated by Constitutional Court 22 July 2023"
