hostname,indegree,indegree_tech
lovdata.no,6,0
regjeringen.no,3,0
brreg.no,2,0
arbeidstilsynet.no,1,0
domstol.no,1,0
mattilsynet.no,1,0
miljodirektoratet.no,1,0
skatteetaten.no,1,0
ssb.no,1,0
vegvesen.no,1,0
