type,label,website,hostname
ministry,Ministry of Tourism,https://www.gub.uy/ministerio-turismo/,gub.uy
ministry,Ministry of Environment,https://www.gub.uy/ministerio-ambiente/,gub.uy
ministry,Ministry of Education and Culture,https://www.gub.uy/ministerio-educacion-cultura/,gub.uy
ministry,Ministry of Labour and Social Welfare,https://www.gub.uy/ministerio-trabajo-seguridad-social/,gub.uy
ministry,Ministry of Social Development,https://www.gub.uy/ministerio-desarrollo-social/,gub.uy
ministry,Ministry of National Defense,https://www.gub.uy/ministerio-defensa-nacional/,gub.uy
ministry,Ministry of Public Health,https://www.gub.uy/ministerio-salud-publica/,gub.uy
ministry,Ministry of Economy and Finance,https://www.gub.uy/ministerio-economia-finanzas,gub.uy
ministry,"Ministry of Industry, Energy and Mining",https://www.gub.uy/ministerio-industria-energia-mineria/,gub.uy
ministry,Ministry of Housing and Territorial Planning of Uruguay,https://www.gub.uy/ministerio-vivienda-ordenamiento-territorial/,gub.uy
ministry,Ministry of Transport and Public Works,https://www.gub.uy/ministerio-transporte-obras-publicas/,gub.uy
ministry,"Ministry of Livestock, Agriculture, and Fisheries",https://www.gub.uy/ministerio-ganaderia-agricultura-pesca/,gub.uy
ministry,Ministry of Foreign Relations,https://www.gub.uy/ministerio-relaciones-exteriores,gub.uy
ministry,Ministry of the Interior,https://www.gub.uy/ministerio-interior/,gub.uy
parliament,General Assembly of Uruguay,https://parlamento.gub.uy/,parlamento.gub.uy
constitutional_court,Q21515142,https://www.maldonado.gub.uy/,maldonado.gub.uy
constitutional_court,Intendencia de Tacuarembó,https://tacuarembo.gub.uy/,tacuarembo.gub.uy
constitutional_court,Q17634922,https://treintaytres.gub.uy/,treintaytres.gub.uy
constitutional_court,Q137127046,https://www.gub.uy/intendencia-lavalleja/,gub.uy
constitutional_court,Q137168074,https://rocha.gub.uy,rocha.gub.uy
constitutional_court,Intendencia de Florida,https://www.gub.uy/intendencia-florida/,gub.uy
constitutional_court,Argentine-Uruguayan Jesuit Province,https://jesuitasaru.org/,jesuitasaru.org
constitutional_court,Province of Hispania of the Order of Preachers,https://www.dominicoshispania.org/,dominicoshispania.org
constitutional_court,Q5918649,https://montevideo.gub.uy/,montevideo.gub.uy
constitutional_court,Q137170370,https://www.soriano.gub.uy/,soriano.gub.uy
constitutional_court,Q118668282,https://www.paysandu.gub.uy/,paysandu.gub.uy
constitutional_court,Q118669260,https://www.colonia.gub.uy/,colonia.gub.uy
constitutional_court,Q5918652,https://www.rivera.gub.uy/,rivera.gub.uy
constitutional_court,Q126890303,https://www.gub.uy/intendencia-cerro-largo/,gub.uy
constitutional_court,Q137168172,https://www.flores.gub.uy/,flores.gub.uy
constitutional_court,Presidencia de la República,https://www.gub.uy/presidencia/,gub.uy
constitutional_court,Q16579353,https://www.imcanelones.gub.uy/,imcanelones.gub.uy
constitutional_court,Q124005999,https://www.salto.gub.uy/,salto.gub.uy
constitutional_court,Q21515142,http://www.maldonado.gub.uy/,maldonado.gub.uy
constitutional_court,Q124359181,https://www.durazno.gub.uy/,durazno.gub.uy
constitutional_court,Q124359380,https://www.rionegro.gub.uy/,rionegro.gub.uy
supreme_court,General Assembly of Uruguay,https://parlamento.gub.uy/,parlamento.gub.uy
