hostname,indegree,indegree_tech
digst.dk,65,0
borger.dk,22,0
regeringen.dk,13,0
retsinformation.dk,11,0
virk.dk,9,0
datatilsynet.dk,6,0
ft.dk,6,0
mitid.dk,6,0
sikkerdigital.dk,4,0
naevneneshus.dk,3,0
politi.dk,3,0
stps.dk,3,0
sundhed.dk,3,0
bm.dk,2,0
fmn.dk,2,0
nemlog-in.dk,2,0
regionh.dk,2,0
rm.dk,2,0
stm.dk,2,0
ufm.dk,2,0
uvm.dk,2,0
aalborg.dk,1,0
aarhus.dk,1,0
at.dk,1,0
dst.dk,1,0
fm.dk,1,0
forsvaret.dk,1,0
gentofte.dk,1,0
hjoerring.dk,1,0
kk.dk,1,0
odense.dk,1,0
silkeborg.dk,1,0
skm.dk,1,0
sonderborg.dk,1,0
trm.dk,1,0
uim.dk,1,0
viborg.dk,1,0
