subdomain,http_status
core-laposte.gouv.ml,"Could not resolve host: core-laposte.gouv.ml"
adm.gouv.ml,"Could not resolve host: adm.gouv.ml"
2020.mines.gouv.ml,"Could not resolve host: 2020.mines.gouv.ml"
cpanel.cnlcp.gouv.ml,"Could not resolve host: cpanel.cnlcp.gouv.ml"
ap.gouv.ml,"Could not resolve host: ap.gouv.ml"
autodiscover.mines.gouv.ml,"403"
cpanel.cdi.gouv.ml,"Could not resolve host: cpanel.cdi.gouv.ml"
clone.tourisme.gouv.ml,"Could not resolve host: clone.tourisme.gouv.ml"
citad.gouv.ml,"Could not resolve host: citad.gouv.ml"
authsrv.gouv.ml,"Could not resolve host: authsrv.gouv.ml"
cpanel.defense.gouv.ml,"Could not resolve host: cpanel.defense.gouv.ml"
agtic.gouv.ml,"SSL certificate problem: unable to get local issuer certificate"
cpanel.agtic.gouv.ml,"Could not resolve host: cpanel.agtic.gouv.ml"
cpanel.artisanat.gouv.ml,"Could not resolve host: cpanel.artisanat.gouv.ml"
bv.gouv.ml,"SSL certificate problem: certificate has expired"
cpanel.adm.gouv.ml,"Could not resolve host: cpanel.adm.gouv.ml"
a.tourisme.gouv.ml,"SSL: no alternative certificate subject name matches target hostname 'a.tourisme.gouv.ml'"
artisanat.gouv.ml,"SSL: no alternative certificate subject name matches target hostname 'artisanat.gouv.ml'"
autodiscover.tourisme.gouv.ml,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.tourisme.gouv.ml'"
cpanel.affaires-etrangeres.gouv.ml,"Could not resolve host: cpanel.affaires-etrangeres.gouv.ml"
aptm.gouv.ml,"Could not resolve host: aptm.gouv.ml"
cpanel.administration.gouv.ml,"200"
cpanel.decentralisation-oise.gouv.ml,"Could not resolve host: cpanel.decentralisation-oise.gouv.ml"
autodiscover.investir.gouv.ml,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.investir.gouv.ml'"
core-poste.gouv.ml,"SSL certificate problem: certificate has expired"
cercleansongo.gouv.ml,"Could not resolve host: cercleansongo.gouv.ml"
cpanel.dfmeducation.gouv.ml,"Could not resolve host: cpanel.dfmeducation.gouv.ml"
autodiscover.artisanat.gouv.ml,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.artisanat.gouv.ml'"
agefau.gouv.ml,"Could not resolve host: agefau.gouv.ml"
core.gouv.ml,"Could not resolve host: core.gouv.ml"
