field,text
country_name,"none"
government_type,"presidential republic"
capital,"Ouagadougou"
chief_of_state,"Transitional President Capt. Ibrahim TRAORE (since 30 September 2022)"
head_of_government,"Prime Minister Rimtalba Jean Emmanuel OUEDRAOGO (since 9 December 2024)"
judicial_highest_courts,"Supreme Court of Appeals or Cour de Cassation (consists of NA judges); Council of State (consists of NA judges); Constitutional Council or Conseil Constitutionnel (consists of the council president and 9 members)"
constitution_history,"several previous; latest approved by referendum 2 June 1991, adopted 11 June 1991, temporarily suspended late October to mid-November 2014; initial draft of a new constitution to usher in the new republic was completed in January 2017 and a final draft was submitted to the government in December 2017; a constitutional referendum originally scheduled for adoption in March 2019 was postponed; on 1 March 2022 a transition charter was adopted, allowing military authorities to rule for three years and barring the transitional president from being an electoral candidate after the transition"
