subdomain,http_status,mx
2006.bp.surabaya.go.id,Could not resolve host: 2006.bp.surabaya.go.id,none
2007.bp.surabaya.go.id,Connection timed out after 3000 milliseconds,none
2008.bp.surabaya.go.id,Connection timed out after 3000 milliseconds,dig error
2009.bp.surabaya.go.id,Connection timed out after 3002 milliseconds,dig error
2010.bp.surabaya.go.id,Connection timed out after 3000 milliseconds,none
access.kemenkeu.go.id,Connection timed out after 3001 milliseconds,none
access.kemlu.go.id,Connection timed out after 3002 milliseconds,none
account.kemenkeu.go.id,Could not resolve host: account.kemenkeu.go.id,none
acehsingkilkab.go.id,405,10 smtpgw.acehprov.go.id.; 20 backup.acehprov.go.id.
admin.bkn.go.id,Could not resolve host: admin.bkn.go.id,none
admin.bpiw.pu.go.id,Could not resolve host: admin.bpiw.pu.go.id,none
admin.dashboard.banyuasinkab.go.id,Could not resolve host: admin.dashboard.banyuasinkab.go.id,none
admin.pertanian.go.id,Could not resolve host: admin.pertanian.go.id,none
adminlync.kemhan.go.id,Could not resolve host: adminlync.kemhan.go.id,none
adpem.kamparkab.go.id,Could not resolve host: adpem.kamparkab.go.id,none
agenda.jambikota.go.id,Could not resolve host: agenda.jambikota.go.id,none
ahu.go.id,Connection timed out after 3000 milliseconds,1 smtp.google.com.
airtanah.purwakartakab.go.id,403,10 mail.airtanah.purwakartakab.go.id.
akeba.burukab.go.id,Could not resolve host: akeba.burukab.go.id,none
anri.go.id,403,0 esa1.sonicwall.id.
api.bandung.go.id,SSL certificate problem: unable to get local issuer certificate,none
api.gunungsitolikota.go.id,200,none
apik.kpk.go.id,Operation timed out after 3000 milliseconds with 0 bytes received,none
aplikasi.bumn.go.id,Could not resolve host: aplikasi.bumn.go.id,none
aplikasi.dumaikota.go.id,Could not resolve host: aplikasi.dumaikota.go.id,none
app.lpse.bengkuluprov.go.id,Could not resolve host: app.lpse.bengkuluprov.go.id,none
app.paud-dikmas.kemdikbud.go.id,Could not resolve host: app.paud-dikmas.kemdikbud.go.id,none
