subdomain,http_status,mx
acedemie.diplomatie.gov.mr,SSL certificate problem: self-signed certificate in certificate chain,none
admin.elearning.gov.mr,Connection timed out after 3002 milliseconds,none
admin.services.consulatrimcasa.diplomatie.gov.mr,SSL certificate problem: unable to get local issuer certificate,none
affairesislamiques.gov.mr,Connection timed out after 3001 milliseconds,10 affairesislamiques-gov-mr.mail.protection.outlook.com.
agriculture.gov.mr,301,10 agriculture-gov-mr.mail.protection.outlook.com.
albarka.taazour.gov.mr,200,none
amt.taazour.gov.mr,200,none
anesp.gov.mr,Connection timed out after 3002 milliseconds,0 anesp-gov-mr.mail.protection.outlook.com.
annuaire.mtnima.gov.mr,Could not resolve host: annuaire.mtnima.gov.mr,none
anrpts.gov.mr,500,10 anrpts-gov-mr.mail.protection.outlook.com.
apache.stt-pp.e-tax.impots.gov.mr,SSL certificate problem: self-signed certificate,none
api-houwiyeti.anrpts.gov.mr,500,none
api.demo.e-tax.impots.gov.mr,SSL certificate problem: self-signed certificate,none
api.himayeti.gov.mr,404,none
api.masef.gov.mr,404,none
api.portailpbf.gov.mr,Connection timed out after 3002 milliseconds,none
api.stt-demo.e-tax.impots.gov.mr,SSL certificate problem: self-signed certificate,none
api.stt-dev1.stt-pp.e-tax.impots.gov.mr,SSL certificate problem: self-signed certificate,none
api.stt-pp.e-tax.impots.gov.mr,401,none
api.stt-uat.stt-dev.impots.gov.mr,SSL certificate problem: self-signed certificate,none
api.stt.e-tax.impots.gov.mr,401,none
apim.gov.mr,200,10 apim-gov-mr.mail.protection.outlook.com.
archive.diplomatie.gov.mr,SSL certificate problem: self-signed certificate,none
assainissement.gov.mr,SSL certificate problem: self-signed certificate in certificate chain,0 assainissement-gov-mr.mail.protection.outlook.com.
auth.services.consulatrimcasa.diplomatie.gov.mr,SSL certificate problem: unable to get local issuer certificate,none
autodiscover.elearning.gov.mr,Could not resolve host: autodiscover.elearning.gov.mr,none
autodiscover.prs-mesrs.gov.mr,Could not resolve host: autodiscover.prs-mesrs.gov.mr,none
autodiscover.tekwini.gov.mr,Could not resolve host: autodiscover.tekwini.gov.mr,none
avisrs.taazour.gov.mr,200,none
awqaf.gov.mr,SSL certificate problem: self-signed certificate in certificate chain,10 webmail.mauritanie.mr.
backend-temwin.csa.gov.mr,SSL certificate problem: self-signed certificate in certificate chain,none
backend.sigerh.education.gov.mr,404,none
bnm.gov.mr,200,none
bulletin.education.gov.mr,200,none
bulletin.sante.gov.mr,301,none
ca.gov.mr,200,none
candidature.cnc.gov.mr,302,none
cdd.gov.mr,200,10 smtp.cdd.gov.mr.
cdhahrsc.gov.mr,200,0 cdhahrsc-gov-mr.mail.protection.outlook.com.
cdn.gov.mr,400,none
cet-mahadra.gov.mr,Connection timed out after 3002 milliseconds,none
cfed.gov.mr,SSL certificate problem: self-signed certificate in certificate chain,10 cfed-gov-mr.mail.protection.outlook.com.
cg.transports.gov.mr,SSL certificate problem: self-signed certificate,none
chinguetti.gov.mr,301,none
ciblage.taazour.gov.mr,200,none
climataffairesenmauritanie.gov.mr,Connection timed out after 3001 milliseconds,none
cloud.khidmaty.gov.mr,Connection timed out after 3000 milliseconds,none
cm-kitab.gov.mr,Connection timed out after 3002 milliseconds,none
cn-lct.gov.mr,200,10 smtp.cn-lct.gov.mr.
cnc.gov.mr,200,10 cnc-gov-mr.mail.protection.outlook.com.
cnlct.gov.mr,Connection timed out after 3001 milliseconds,none
commerce.gov.mr,Could not resolve host: commerce.gov.mr,10 commerce-gov-mr.mail.protection.outlook.com.
communaute.taazour.gov.mr,SSL certificate problem: certificate has expired,none
concours-sup.gov.mr,SSL certificate problem: self-signed certificate,10 webmail.mauritanie.mr.
concours.education.gov.mr,500,none
console.services.consulatrimcasa.diplomatie.gov.mr,SSL certificate problem: unable to get local issuer certificate,none
consulatrimcasa.diplomatie.gov.mr,Could not resolve host: consulatrimcasa.diplomatie.gov.mr,10 consulatrimcasa-diplomatie-gov-mr.mail.protection.outlook.com.
controle.cncmp.gov.mr,200,none
coordination-dgcg.gov.mr,Connection timed out after 3002 milliseconds,none
couverture.gov.mr,SSL certificate problem: self-signed certificate in certificate chain,none
cpanel.elearning.gov.mr,Could not resolve host: cpanel.elearning.gov.mr,none
cpanel.monecole.gov.mr,SSL: no alternative certificate subject name matches target hostname 'cpanel.monecole.gov.mr',none
cpanel.prs-mesrs.gov.mr,Could not resolve host: cpanel.prs-mesrs.gov.mr,none
cpanel.tekwini.gov.mr,Could not resolve host: cpanel.tekwini.gov.mr,none
cpcalendars.elearning.gov.mr,Could not resolve host: cpcalendars.elearning.gov.mr,none
cpcalendars.monecole.gov.mr,Could not resolve host: cpcalendars.monecole.gov.mr,none
cpcalendars.prs-mesrs.gov.mr,Could not resolve host: cpcalendars.prs-mesrs.gov.mr,none
