field,text
country_name,"Republic of Madagascar"
government_type,"semi-presidential republic"
capital,"Antananarivo"
chief_of_state,"Michael RANDRIANIRINA (Col.)"
head_of_government,"Prime Minister Herintsalama RAJAONARIVELO (since 22 October 2025)"
judicial_highest_courts,"Supreme Court or Cour Suprême (consists of 11 members; addresses judicial administration issues only); High Constitutional Court or Haute Cour Constitutionnelle (consists of 9 members); High Court of Justice (consists of 11 members; addresses cases brought against the president of Madagascar and senior officials for high treason, grave violations of the Constitution, or breach of duties incompatible with the exercise of the presidential mandate)"
constitution_history,"previous 1992; latest passed by referendum 17 November 2010, promulgated 11 December 2010"
