subdomain,http_status
cpanel.embassy.gov.gh,"Could not resolve host: cpanel.embassy.gov.gh"
autodiscover.sridagricstat.gov.gh,"Could not resolve host: autodiscover.sridagricstat.gov.gh"
beta.mofep.gov.gh,"SSL certificate problem: certificate has expired"
37milhosp.gov.gh.cp-28.webhostbox.net,"SSL: no alternative certificate subject name matches target hostname '37milhosp.gov.gh.cp-28.webhostbox.net'"
assessment.nita.gov.gh,"SSL certificate problem: certificate has expired"
chat.nadmo.gov.gh,"Could not resolve host: chat.nadmo.gov.gh"
cpanel.ghanalap.gov.gh,"Could not resolve host: cpanel.ghanalap.gov.gh"
app.nabco.gov.gh,"SSL: no alternative certificate subject name matches target hostname 'app.nabco.gov.gh'"
cpanel.epa.gov.gh,"200"
conf.nadmo.gov.gh,"Could not resolve host: conf.nadmo.gov.gh"
alert.nadmo.gov.gh,"Could not resolve host: alert.nadmo.gov.gh"
application.sltf.gov.gh,"SSL certificate problem: unable to get local issuer certificate"
autodiscover.councilofstate.gov.gh,"Could not resolve host: autodiscover.councilofstate.gov.gh"
cpanel.grb.gov.gh,"Could not resolve host: cpanel.grb.gov.gh"
case.gsop.gov.gh,"Could not resolve host: case.gsop.gov.gh"
cpanel.geiti.gov.gh,"SSL: no alternative certificate subject name matches target hostname 'cpanel.geiti.gov.gh'"
apply.yea.gov.gh,"200"
cloud.bog.gov.gh,"SSL certificate problem: unable to get local issuer certificate"
councilofstate.gov.gh,"Could not resolve host: councilofstate.gov.gh"
cpanel.kbth.gov.gh,"500"
cpanel.nadmo.gov.gh,"Could not resolve host: cpanel.nadmo.gov.gh"
cpanel.nnri.gov.gh,"Could not resolve host: cpanel.nnri.gov.gh"
cpanel.mbs.gov.gh,"200"
cas.mofep.gov.gh,"Could not resolve host: cas.mofep.gov.gh"
alfred.presidentsecretariat.gov.gh,"Could not resolve host: alfred.presidentsecretariat.gov.gh"
autodiscover.energycom.gov.gh,"Failed to connect to autodiscover.energycom.gov.gh port 443 after 1844 ms: Could not connect to server"
ccc.nhia.gov.gh,"Could not resolve host: ccc.nhia.gov.gh"
cpanel.nya.gov.gh,"500"
collateralregistry.bog.gov.gh,"Could not resolve host: collateralregistry.bog.gov.gh"
autodiscover.smartworkplace.gov.gh,"Could not resolve host: autodiscover.smartworkplace.gov.gh"
