subdomain,http_status,mx
admin.qa.suomi.fi,Connection timed out after 3002 milliseconds,none
admin.suomi.fi,Connection timed out after 3002 milliseconds,none
admin.verkkopalvelu.suomi.fi,Connection timed out after 3001 milliseconds,none
admin.www.dev.suomi.fi,Connection timed out after 3001 milliseconds,none
admin.www.qa.suomi.fi,Connection timed out after 3001 milliseconds,none
ajanvaraus-hallinta.suomi.fi,SSL: no alternative certificate subject name matches target hostname 'ajanvaraus-hallinta.suomi.fi',none
ajanvaraus.suomi.fi,SSL: no alternative certificate subject name matches target hostname 'ajanvaraus.suomi.fi',none
api-gw.palvelutietovaranto.qa.suomi.fi,Could not resolve host: api-gw.palvelutietovaranto.qa.suomi.fi,none
api-gw.palvelutietovaranto.suomi.fi,403,none
api-gw.palvelutietovaranto.trn.suomi.fi,403,none
api.laatutyokalut.dev.suomi.fi,Could not resolve host: api.laatutyokalut.dev.suomi.fi,none
api.laatutyokalut.qa.suomi.fi,Could not resolve host: api.laatutyokalut.qa.suomi.fi,none
api.laatutyokalut.suomi.fi,Could not resolve host: api.laatutyokalut.suomi.fi,none
api.laatutyokalut.test.suomi.fi,Could not resolve host: api.laatutyokalut.test.suomi.fi,none
api.laatutyokalut.trn.suomi.fi,Could not resolve host: api.laatutyokalut.trn.suomi.fi,none
api.messages-dev.suomi.fi,400,none
api.messages-qa.suomi.fi,400,none
api.messages.suomi.fi,400,none
api.palvelutietovaranto.qa.suomi.fi,404,none
api.palvelutietovaranto.suomi.fi,Could not resolve host: api.palvelutietovaranto.suomi.fi,none
api.palvelutietovaranto.trn.suomi.fi,404,none
api.qa.suomi.fi,Could not resolve host: api.qa.suomi.fi,none
api.sevi.qa.suomi.fi,Connection timed out after 3001 milliseconds,none
api.sevi.suomi.fi,Could not resolve host: api.sevi.suomi.fi,none
api.suomi.fi,Could not resolve host: api.suomi.fi,none
api.verkkopalvelu.qa.suomi.fi,404,none
api.verkkopalvelu.suomi.fi,Could not resolve host: api.verkkopalvelu.suomi.fi,none
api.www.dev.suomi.fi,404,none
api.www.qa.suomi.fi,Could not resolve host: api.www.qa.suomi.fi,none
api2.messages-dev.suomi.fi,Could not resolve host: api2.messages-dev.suomi.fi,none
asiointitili.suomi.fi,Could not resolve host: asiointitili.suomi.fi,none
asiointivaltuudet.qa.suomi.fi,302,none
asiointivaltuudet.suomi.fi,302,none
asiointivaltuudet.test.suomi.fi,302,none
asiointivaltuustarkastus.beta.suomi.fi,Failed to connect to asiointivaltuustarkastus.beta.suomi.fi port 443 after 282 ms: Could not connect to server,none
asiointivaltuustarkastus.qa.suomi.fi,403,none
asiointivaltuustarkastus.suomi.fi,403,none
asiointivaltuustarkastus.test.suomi.fi,403,none
auroraai.astest.suomi.fi,Could not resolve host: auroraai.astest.suomi.fi,none
auroraai.qa.suomi.fi,Could not resolve host: auroraai.qa.suomi.fi,none
auroraai.suomi.fi,Could not resolve host: auroraai.suomi.fi,none
auth.messages-dev.suomi.fi,Could not resolve host: auth.messages-dev.suomi.fi,none
auth.messages-qa.suomi.fi,200,none
auth.messages.suomi.fi,Could not resolve host: auth.messages.suomi.fi,none
avoindata.suomi.fi,Could not resolve host: avoindata.suomi.fi,none
beta-content.qa.suomi.fi,Connection timed out after 3001 milliseconds,none
beta-sso.qa.suomi.fi,Could not resolve host: beta-sso.qa.suomi.fi,none
beta-sso.suomi.fi,Could not resolve host: beta-sso.suomi.fi,none
beta.qa.suomi.fi,Could not resolve host: beta.qa.suomi.fi,none
beta.suomi.fi,Connection timed out after 3001 milliseconds,none
blue.admin.www.dev.suomi.fi,Connection timed out after 3001 milliseconds,none
blue.kehittajille.www.dev.suomi.fi,302,none
blue.sisallonhallinta.www.dev.suomi.fi,Connection timed out after 3001 milliseconds,none
blue.viestilomake.www.dev.suomi.fi,302,none
blue.www.dev.suomi.fi,302,none
cdn.verkkopalvelu.suomi.fi,403,none
cdn.www.dev.suomi.fi,403,none
cdn.www.qa.suomi.fi,403,none
client.vvp.dev.suomi.fi,Could not resolve host: client.vvp.dev.suomi.fi,none
client.vvp.qa.suomi.fi,Could not resolve host: client.vvp.qa.suomi.fi,none
client.vvp.suomi.fi,Could not resolve host: client.vvp.suomi.fi,none
core.sfim.dev.suomi.fi,Connection timed out after 3001 milliseconds,none
core.sfim.qa.suomi.fi,Connection timed out after 3000 milliseconds,none
core.sfim.suomi.fi,Connection timed out after 3001 milliseconds,none
demo.www.dev.suomi.fi,Could not resolve host: demo.www.dev.suomi.fi,none
demo2.www.dev.suomi.fi,Resolving timed out after 3001 milliseconds,none
designsystem.suomi.fi,200,none
dev.avoindata.suomi.fi,301,none
dev.suojattudata.suomi.fi,Operation timed out after 3000 milliseconds with 0 bytes received,none
docs.palvelutietovaranto.qa.suomi.fi,Could not resolve host: docs.palvelutietovaranto.qa.suomi.fi,none
docs.palvelutietovaranto.suomi.fi,404,none
docs.palvelutietovaranto.trn.suomi.fi,Could not resolve host: docs.palvelutietovaranto.trn.suomi.fi,none
