subdomain,http_status,mx
api.julkinen.beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
autodiscover.eduskunta.fi,IOException > SocketException: Connection reset,
avoindata.eduskunta.fi,200,
beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
cms.prd.beta.eduskunta.fi,403,
cms.stg.beta.eduskunta.fi,403,
cms.tst.beta.eduskunta.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
cstorage.eduskunta.fi,ConnectException > UnresolvedAddressException,
dev.beta.eduskunta.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
dialin.eduskunta.fi,ConnectException > UnresolvedAddressException,
eduskunta.fi,302,10 smtpin.eduskunta.fi.
eduskuntapeli.eduskunta.fi,200,
enterpriseregistration.eduskunta.fi,ConnectException > UnresolvedAddressException,
eoa-r-test.eduskunta.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
eoa-r.eduskunta.fi,ConnectException > UnresolvedAddressException,
eoa-test.eduskunta.fi,ConnectException > UnresolvedAddressException,
f5intra.eduskunta.fi,ConnectException > UnresolvedAddressException,
fabula.eduskunta.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
fiiacrm.eduskunta.fi,ConnectException > UnresolvedAddressException,
guest.eduskunta.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
himmeli.eduskunta.fi,ConnectException > UnresolvedAddressException,
img.eduskunta.fi,ConnectException > UnresolvedAddressException,
ingress.dev.beta.eduskunta.fi,401,
ingress.prd.beta.eduskunta.fi,401,
ingress.stg.beta.eduskunta.fi,401,
ingress.tst.beta.eduskunta.fi,401,
inttest-cms.tst.beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
inttest-ingress.tst.beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
inttest.tst.beta.eduskunta.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
iu-000-ingress.dev.beta.eduskunta.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
iu-000.dev.beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
iu-0000001254-ingress.dev.beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
iu-0000001254.dev.beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
iu-000001254-ingress.dev.beta.eduskunta.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
iu-00001-ingress.dev.beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
iu-00001.dev.beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
iu-00001254-ingress.dev.beta.eduskunta.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
iu-00001254.dev.beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
iu-0001254-ingress.dev.beta.eduskunta.fi,ConnectException > UnresolvedAddressException,
