field,text
country_name,"People's Republic of Bangladesh"
government_type,"parliamentary republic"
capital,"Dhaka"
chief_of_state,"President Mohammad SHAHABUDDIN Chuppi (since 24 April 2023)"
head_of_government,"Interim Prime Minister Muhammad YUNUS (since 8 August 2024)"
judicial_highest_courts,"Supreme Court of Bangladesh (organized into the Appellate Division with 7 justices and the High Court Division with 99 justices)"
constitution_history,"previous 1935, 1956, 1962 (pre-independence); latest enacted 4 November 1972, effective 16 December 1972, suspended March 1982, restored November 1986"
