hostname,http_status,mx
alt.bf,200,10 mail.an.bf.
ambalgbf.net,301,10 mail.ambalgbf.net.
assembleenationale.bf,200,10 mail.an.bf.
bceao.int,ConnectException,10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.
bf.ambafrance.org,301,none
burkinafaso.um.dk,301,none
cameg.com,301,100 mxb.ovh.net.; 5 mx2.ovh.net.; 1 mx1.ovh.net.
crsn-nouna.bf,301,10 mail.crsn-nouna.bf.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
gendarmerienationale.bf,200,10 mg02.gov.bf.; 10 mg01.gov.bf.
gwp.org,301,10 gwp-org.mail.protection.outlook.com.
insd.bf,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,10 mail.insd.bf.
meteoburkina.bf,200,5 mta-gw.infomaniak.ch.
ouagadougou.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
pattec.au.int,ConnectException,none
rahimotransport.com,200,10 mail.rahimotransport.com.
swedenabroad.se,301,none
