hostname,score,sources,label,level
cssf.lu,7,wikidata;wikidata,Commission de Surveillance du Secteur Financier,
anlux.lu,4,wikidata,National Archives of Luxembourg,
bcl.lu,4,wikidata,Central Bank of Luxembourg,
cpll.lu,4,wikidata,Permanent Council of the Luxembourgish,
etat.lu,4,linkgraph,Linked from 4 public-sector domains,
geologie.lu,4,wikidata,Q78188560,
lih.lu,4,wikidata,Luxembourg Institute of Health,
lu.usembassy.gov,4,wikidata,"Embassy of the United States, Luxembourg",central
luxinnovation.lu,4,wikidata,Luxinnovation,
mnaha.lu,4,wikidata,"National Museum of Archeology, History and Art",
railinfra.lu,4,wikidata,Administration des chemins de fer,
ambruslu.mid.ru,3,wikidata,Embassy of Russia in Luxembourg,central
lu.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Luxembourg City",central
luxembourg.europarl.europa.eu,3,wikidata,European Parliament Liaison Office in Luxembourg,central
luxembourg.mae.ro,3,wikidata,"Embassy of Romania, Luxembourg",central
luxembourg.representation.ec.europa.eu,3,wikidata,European Commission Representation in Luxembourg,
luxemburg.diplo.de,3,wikidata,"Embassy of Germany, Luxembourg",central
luxemburgo.embaixadaportugal.mne.pt,3,wikidata,Embassy of Portugal in Luxembourg,central
mzv.cz,3,wikidata,Embassy of the Czech Republic in Luxembourg,central
beneluxparl.eu,1,wikidata;wikidata;wikidata;wikidata,Benelux Parliament,
