hostname,score,sources,label,level
curia.europa.eu,6,wikidata;wikidata;wikidata,General Court | European Court of Justice | Court of Justice of the European Union,local
ec.europa.eu,6,wikidata;wikidata;wikidata,Eurostat,local
kayl.lu,4,wikidata,Kayl communal council,local
mondercange.lu,4,wikidata,Mondercange communal council,local
petange.lu,4,wikidata,Pétange communal council,local
schifflange.lu,4,wikidata,Schifflange communal council,local
cdt.europa.eu,3,wikidata,Translation Centre for the Bodies of the European Union,local
courbeneluxhof.be,3,wikidata,Benelux Court of Justice,local
eca.europa.eu,3,wikidata,European Court of Auditors,local
euratom-supply.ec.europa.eu,3,wikidata,Euratom Supply Agency,local
op.europa.eu,3,wikidata,Publications Office of the European Union,local
