subdomain,http_status,mx
1.usa.gov,301,none
52weeks4women.sites.usa.gov,Could not resolve host: 52weeks4women.sites.usa.gov,none
admin-survey.usa.gov,Could not resolve host: admin-survey.usa.gov,none
advocacysba.sites.usa.gov,Could not resolve host: advocacysba.sites.usa.gov,none
alpha.my.usa.gov,Could not resolve host: alpha.my.usa.gov,none
analytics.usa.gov,200,none
answers.usa.gov,301,none
api-business.usa.gov,Could not resolve host: api-business.usa.gov,none
api.usa.gov,404,none
apps.gobiernousa.gov,301,none
apps.usa.gov,301,none
armyengineerhistory.sites.usa.gov,Could not resolve host: armyengineerhistory.sites.usa.gov,none
asis.demo1.search.usa.gov,Could not resolve host: asis.demo1.search.usa.gov,none
asis.search.usa.gov,Could not resolve host: asis.search.usa.gov,none
atlfeb.sites.usa.gov,Could not resolve host: atlfeb.sites.usa.gov,none
aws.search.usa.gov,Could not resolve host: aws.search.usa.gov,none
beta.business.usa.gov,Could not resolve host: beta.business.usa.gov,none
beta.gobierno.usa.gov,Could not resolve host: beta.gobierno.usa.gov,none
beta.usa.gov,301,none
blm.sites.usa.gov,Could not resolve host: blm.sites.usa.gov,none
blmca.sites.usa.gov,Could not resolve host: blmca.sites.usa.gov,none
blog.gobiernousa.gov,301,none
blog.usa.gov,302,none
buscador.usa.gov,Resolving timed out after 3001 milliseconds,none
business.usa.gov,301,none
businessusa.gov,Could not resolve host: businessusa.gov,none
civilrights.sites.usa.gov,Could not resolve host: civilrights.sites.usa.gov,none
commissiononcare.sites.usa.gov,Could not resolve host: commissiononcare.sites.usa.gov,none
communitysolutions.sites.usa.gov,Could not resolve host: communitysolutions.sites.usa.gov,none
components.standards.usa.gov,Could not resolve host: components.standards.usa.gov,none
conectate.gobiernousa.gov,Resolving timed out after 3000 milliseconds,none
connect.usa.gov,Resolving timed out after 3001 milliseconds,none
crazyhat.sites.usa.gov,Could not resolve host: crazyhat.sites.usa.gov,none
crowdsourcing-toolkit.sites.usa.gov,Could not resolve host: crowdsourcing-toolkit.sites.usa.gov,none
demo.search.usa.gov,Could not resolve host: demo.search.usa.gov,none
demo1.search.usa.gov,Could not resolve host: demo1.search.usa.gov,none
demo1.staging.infr.search.usa.gov,Could not resolve host: demo1.staging.infr.search.usa.gov,none
demo2.search.usa.gov,Could not resolve host: demo2.search.usa.gov,none
demo2.staging.infr.search.usa.gov,Could not resolve host: demo2.staging.infr.search.usa.gov,none
demo3.search.usa.gov,Could not resolve host: demo3.search.usa.gov,none
demo3.staging.infr.search.usa.gov,Could not resolve host: demo3.staging.infr.search.usa.gov,none
demo4.search.usa.gov,Could not resolve host: demo4.search.usa.gov,none
demo4.staging.infr.search.usa.gov,Could not resolve host: demo4.staging.infr.search.usa.gov,none
demo5.search.usa.gov,Could not resolve host: demo5.search.usa.gov,none
demo5.staging.infr.search.usa.gov,Could not resolve host: demo5.staging.infr.search.usa.gov,none
dev-business.usa.gov,Could not resolve host: dev-business.usa.gov,none
dgdev.sites.usa.gov,Could not resolve host: dgdev.sites.usa.gov,none
dotgov.sites.usa.gov,Could not resolve host: dotgov.sites.usa.gov,none
epa-notice.usa.gov,Could not resolve host: epa-notice.usa.gov,none
fcsm.sites.usa.gov,Could not resolve host: fcsm.sites.usa.gov,none
fedstats.sites.usa.gov,Could not resolve host: fedstats.sites.usa.gov,none
feedback-staging.usa.gov,Could not resolve host: feedback-staging.usa.gov,none
feedback.usa.gov,Could not resolve host: feedback.usa.gov,none
financialprotection.usa.gov,Could not resolve host: financialprotection.usa.gov,none
fmi.sites.usa.gov,Could not resolve host: fmi.sites.usa.gov,none
fsgb.sites.usa.gov,Could not resolve host: fsgb.sites.usa.gov,none
gobierno.usa.gov,301,none
gobiernousa.gov,302,none
govt-urls.usa.gov,Could not resolve host: govt-urls.usa.gov,none
gsa-ecas.usa.gov,Could not resolve host: gsa-ecas.usa.gov,none
i14y.demo1.search.usa.gov,Could not resolve host: i14y.demo1.search.usa.gov,none
i14y.search.usa.gov,403,none
i14y.usa.gov,403,none
iciwarm.sites.usa.gov,Could not resolve host: iciwarm.sites.usa.gov,none
innovationfellows.usa.gov,Could not resolve host: innovationfellows.usa.gov,none
isdc.sites.usa.gov,Could not resolve host: isdc.sites.usa.gov,none
kibana.demo1.search.usa.gov,Could not resolve host: kibana.demo1.search.usa.gov,none
kibana.demo2.search.usa.gov,Could not resolve host: kibana.demo2.search.usa.gov,none
kibana.demo3.search.usa.gov,Could not resolve host: kibana.demo3.search.usa.gov,none
kibana.demo4.search.usa.gov,Could not resolve host: kibana.demo4.search.usa.gov,none
kibana.demo5.search.usa.gov,Could not resolve host: kibana.demo5.search.usa.gov,none
kibana.search.usa.gov,Could not resolve host: kibana.search.usa.gov,none
kibana5.demo1.search.usa.gov,Could not resolve host: kibana5.demo1.search.usa.gov,none
kibana5.demo2.search.usa.gov,Could not resolve host: kibana5.demo2.search.usa.gov,none
kibana5.demo3.search.usa.gov,Could not resolve host: kibana5.demo3.search.usa.gov,none
kibana5.demo4.search.usa.gov,Could not resolve host: kibana5.demo4.search.usa.gov,none
kibana5.search.usa.gov,Could not resolve host: kibana5.search.usa.gov,none
kibana6.search.usa.gov,Could not resolve host: kibana6.search.usa.gov,none
kids.usa.gov,Could not resolve host: kids.usa.gov,none
labs.usa.gov,Could not resolve host: labs.usa.gov,none
lets-encrypt.infr.search.usa.gov,Could not resolve host: lets-encrypt.infr.search.usa.gov,none
m.gobiernousa.gov,301,none
m.usa.gov,301,none
mip.sites.usa.gov,Could not resolve host: mip.sites.usa.gov,none
msct.sites.usa.gov,Could not resolve host: msct.sites.usa.gov,none
my.usa.gov,301,none
newtech4fedlib.sites.usa.gov,Resolving timed out after 3001 milliseconds,none
nihseniorhealth.sites.usa.gov,Could not resolve host: nihseniorhealth.sites.usa.gov,none
notice.usa.gov,Resolving timed out after 3000 milliseconds,none
notifications.usa.gov,Resolving timed out after 3000 milliseconds,none
nsta.sites.usa.gov,Resolving timed out after 3000 milliseconds,none
opahit.sites.usa.gov,Resolving timed out after 3001 milliseconds,none
open-staging.usa.gov,Could not resolve host: open-staging.usa.gov,none
open.usa.gov,301,none
participation.usa.gov,SSL: no alternative certificate subject name matches target hostname 'participation.usa.gov',none
pca.sites.usa.gov,Could not resolve host: pca.sites.usa.gov,none
pianc.sites.usa.gov,Could not resolve host: pianc.sites.usa.gov,none
presidentialtransition.usa.gov,Could not resolve host: presidentialtransition.usa.gov,none
promotions.usa.gov,301,none
proxylb.us-east-1.infr.search.usa.gov,SSL: no alternative certificate subject name matches target hostname 'proxylb.us-east-1.infr.search.usa.gov',none
proxylb.us-west-2.infr.search.usa.gov,Could not resolve host: proxylb.us-west-2.infr.search.usa.gov,none
publications.usa.gov,301,none
rcfl.sites.usa.gov,Could not resolve host: rcfl.sites.usa.gov,none
registry.usa.gov,301,none
respuestas.gobiernousa.gov,301,none
resque.demo1.search.usa.gov,Could not resolve host: resque.demo1.search.usa.gov,none
resque.demo2.search.usa.gov,Could not resolve host: resque.demo2.search.usa.gov,none
resque.demo3.search.usa.gov,Could not resolve host: resque.demo3.search.usa.gov,none
resque.demo4.search.usa.gov,Could not resolve host: resque.demo4.search.usa.gov,none
resque.demo5.search.usa.gov,Could not resolve host: resque.demo5.search.usa.gov,none
resque.search.usa.gov,Could not resolve host: resque.search.usa.gov,none
rtv.usa.gov,Could not resolve host: rtv.usa.gov,none
sbalearning.sites.usa.gov,Could not resolve host: sbalearning.sites.usa.gov,none
search-prerelease1.usa.gov,Could not resolve host: search-prerelease1.usa.gov,none
search-prerelease2.usa.gov,Could not resolve host: search-prerelease2.usa.gov,none
search-prerelease3.usa.gov,Could not resolve host: search-prerelease3.usa.gov,none
search-prerelease4.usa.gov,Could not resolve host: search-prerelease4.usa.gov,none
search.buyusa.gov,Could not resolve host: search.buyusa.gov,none
search.usa.gov,Could not resolve host: search.usa.gov,none
searchstats.usa.gov,Could not resolve host: searchstats.usa.gov,none
sffeb.sites.usa.gov,Could not resolve host: sffeb.sites.usa.gov,none
sites.usa.gov,Could not resolve host: sites.usa.gov,none
stage-beta.gobierno.usa.gov,Could not resolve host: stage-beta.gobierno.usa.gov,none
stage-beta.usa.gov,Could not resolve host: stage-beta.usa.gov,none
stage-business.usa.gov,Resolving timed out after 3001 milliseconds,none
staging-vote.usa.gov,Could not resolve host: staging-vote.usa.gov,none
staging.apps.gobiernousa.gov,Could not resolve host: staging.apps.gobiernousa.gov,none
staging.apps.usa.gov,Could not resolve host: staging.apps.usa.gov,none
staging.my.usa.gov,Could not resolve host: staging.my.usa.gov,none
staging.usa.gov,Could not resolve host: staging.usa.gov,none
standards.usa.gov,Could not resolve host: standards.usa.gov,none
stats.search.usa.gov,Could not resolve host: stats.search.usa.gov,none
stratblog.sites.usa.gov,Could not resolve host: stratblog.sites.usa.gov,none
survey.usa.gov,Could not resolve host: survey.usa.gov,none
tell-us.usa.gov,301,none
tellus.usa.gov,301,none
tematres.demo1.search.usa.gov,Could not resolve host: tematres.demo1.search.usa.gov,none
tematres.demo2.search.usa.gov,Could not resolve host: tematres.demo2.search.usa.gov,none
tematres.demo3.search.usa.gov,Could not resolve host: tematres.demo3.search.usa.gov,none
tematres.demo4.search.usa.gov,Could not resolve host: tematres.demo4.search.usa.gov,none
tematres.demo5.search.usa.gov,Could not resolve host: tematres.demo5.search.usa.gov,none
