field,text
country_name,"none"
government_type,"unitary parliamentary republic"
capital,"Reykjavik"
chief_of_state,"President Halla TOMASDOTTIR (since 1 August 2024)"
head_of_government,"Prime Minister Kristrun FROSTADOTTIR (since 21 December 2024)"
judicial_highest_courts,"Supreme Court or Haestirettur (consists of 7 judges)"
constitution_history,"several previous; latest ratified 16 June 1944, effective 17 June 1944 (at independence)"
