hostname,score,sources,label,level,http_status,mx
fuerzasarmadas.mil.do,7,wikidata;wikidata,Q17347140,,ConnectException,none
centroamericaribeschp.com,6,wikidata;wikidata,Piarist province Central America- Caribbean,,400,none
dominicoshispania.org,6,wikidata;wikidata,Province of Hispania of the Order of Preachers,,301,105 mxbackup.mad.interhost.com.; 100 correo.dominicos.org.
bancentral.gov.do,5,wikidata,Central Bank of the Dominican Republic,,200,10 mxa-004d0901.gslb.pphosted.com.; 10 mxb-004d0901.gslb.pphosted.com.
cesfront.mil.do,4,wikidata,Cuerpo Especializado en Seguridad Fronteriza Terrestre,central,200,0 cesfront-mil-do.mail.protection.outlook.com.
do.ambafrance.org,3,wikidata,"Embassy of France, Santo Domingo",central,301,none
do.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Santo Domingo",central,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching do.china-embassy.org found.,none
eeas.europa.eu,3,wikidata,Delegation of the European Union to the Dominican Republic,,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
nederlandwereldwijd.nl,3,wikidata,"Embassy of the Netherlands, Santo Domingo",central,301,0 .
santo-domingo.diplo.de,3,wikidata,"Embassy of Germany, Santo Domingo",central,200,10 mx1.bund.de.; 10 mx2.bund.de.
