hostname,score,sources,label,level
fuerzasarmadas.mil.do,7,wikidata;wikidata,Q17347140,
centroamericaribeschp.com,6,wikidata;wikidata,Piarist province Central America- Caribbean,
dominicoshispania.org,6,wikidata;wikidata,Province of Hispania of the Order of Preachers,
bancentral.gov.do,5,wikidata,Central Bank of the Dominican Republic,
cesfront.mil.do,4,wikidata,Cuerpo Especializado en Seguridad Fronteriza Terrestre,central
do.usembassy.gov,4,wikidata,Embassy of the United States in Dominican Republic,central
do.ambafrance.org,3,wikidata,"Embassy of France, Santo Domingo",central
do.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Santo Domingo",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to the Dominican Republic,
nederlandwereldwijd.nl,3,wikidata,"Embassy of the Netherlands, Santo Domingo",central
santo-domingo.diplo.de,3,wikidata,"Embassy of Germany, Santo Domingo",central
