subdomain,mx
anp-stp.gov.st,0 anp-stp.gov.st.
api-development.sis2apd.gov.st,none
api-dmr-inss.gov.st,none
api-staging.sis2apd.gov.st,none
api.contribuinte.mf.gov.st,none
api.declaracao.mf.gov.st,none
api.efactura.mf.gov.st,none
api.homolog.declaracao-rendimento.mf.gov.st,none
api.homolog.declaracao.mf.gov.st,none
api.public.di.mf.gov.st,none
api.sis2apd.gov.st,none
api.sit.mf.gov.st,none
app-kilalanucha.gov.st,none
app-nguenon.gov.st,none
app.sit.mf.gov.st,none
auth-dmr-inss.gov.st,none
autodiscover.anp-stp.gov.st,none
autodiscover.igf.gov.st,none
bibliotecanacional.gov.st,none
cip.gov.st,none
cir.gov.st,10 mx10.antispam.mailspamprotection.com.; 30 mx30.antispam.mailspamprotection.com.; 20 mx20.antispam.mailspamprotection.com.
cnmc.gov.st,30 a2.spambusters.email.; 20 n1.spambusters.email.; 10 a1.spambusters.email.
colabora.mecc.gov.st,none
conta-corrente.mf.gov.st,none
covid.ms.gov.st,none
cpanel.anp-stp.gov.st,none
cpanel.cnmc.gov.st,none
cpanel.embaixadastpcv.gov.st,none
cpanel.igf.gov.st,none
cpcalendars.anp-stp.gov.st,none
cpcalendars.cnmc.gov.st,none
cpcalendars.embaixadastpcv.gov.st,none
cpcalendars.igf.gov.st,none
cpcontacts.anp-stp.gov.st,none
cpcontacts.cnmc.gov.st,none
cpcontacts.embaixadastpcv.gov.st,none
cpcontacts.igf.gov.st,none
desc.gov.st,0 mail.desc.gov.st.
dev-protecaosocial.gov.st,none
dev.sigesa.gov.st,none
development.sis2apd.gov.st,none
dgaac.gov.st,none
dgsprs.gov.st,10 mx10.antispam.mailspamprotection.com.; 30 mx30.antispam.mailspamprotection.com.; 20 mx20.antispam.mailspamprotection.com.
dhis2.gov.st,none
dhis2.ms.gov.st,none
dpescas.gov.st,none
dpssf.gov.st,30 mx30.antispam.mailspamprotection.com.; 10 mx10.antispam.mailspamprotection.com.; 20 mx20.antispam.mailspamprotection.com.
dre.gov.st,none
dsgc.gov.st,30 mx30.antispam.mailspamprotection.com.; 20 mx20.antispam.mailspamprotection.com.; 10 mx10.antispam.mailspamprotection.com.
e-factura.financas.gov.st,none
efactura.financas.gov.st,none
efactura.mf.gov.st,none
efatura-test.financas.gov.st,none
efatura.financas.gov.st,none
embaixadastpcv.gov.st,none
fazendanon.mf.gov.st,none
fazendanon2.mf.gov.st,none
financas.gov.st,10 mx10.antispam.mailspamprotection.com.; 20 mx20.antispam.mailspamprotection.com.; 30 mx30.antispam.mailspamprotection.com.
gov.st,none
gpm.gov.st,none
ham.gov.st,none
homolog.declaracao-rendimento.mf.gov.st,none
homolog.fazendanon.mf.gov.st,none
igf.gov.st,none
impostos.financas.gov.st,20 mx20.antispam.mailspamprotection.com.; 10 mx10.antispam.mailspamprotection.com.; 30 mx30.antispam.mailspamprotection.com.
impostos.mef.gov.st,none
impostos.mf.gov.st,none
ine.gov.st,none
inic.gov.st,none
injap.gov.st,20 mx20.antispam.mailspamprotection.com.; 10 mx10.antispam.mailspamprotection.com.; 30 mx30.antispam.mailspamprotection.com.
justicastp.gov.st,none
kilalanucha-dev.gov.st,none
kilalanucha.gov.st,none
leginon.dgrn.gov.st,none
lentla.mf.gov.st,none
liquidacao.mf.gov.st,none
mail.anp-stp.gov.st,none
mail.cnmc.gov.st,none
mail.desc.gov.st,none
mail.embaixadastpcv.gov.st,none
mail.gov.st,none
mail.igf.gov.st,none
mail.mne.gov.st,none
mail.pm.gov.st,none
mail.sis2apd.gov.st,none
mdai.gov.st,none
mdm.gov.st,20 mx20.antispam.mailspamprotection.com.; 30 mx30.antispam.mailspamprotection.com.; 10 mx10.antispam.mailspamprotection.com.
mecc.gov.st,none
meci.gov.st,none
mf.gov.st,none
