subdomain,http_status,mx
1010.eidc.gov.ly,Could not resolve host: 1010.eidc.gov.ly,none
aca.gov.ly,200,10 aca-gov-ly.mail.protection.outlook.com.
admin.caa.gov.ly,403,none
admtech.tve.gov.ly,Could not resolve host: admtech.tve.gov.ly,none
agpc.gov.ly,Could not resolve host: agpc.gov.ly,none
agriculture.gov.ly,301,10 mx1.secure.ly.; 40 mx4.secure.ly.; 30 mx3.secure.ly.; 20 mx2.secure.ly.
aic.gov.ly,Connection timed out after 3003 milliseconds,0 mail.aic.gov.ly.
airnavigation.caa.gov.ly,403,none
airtransport.caa.gov.ly,Could not resolve host: airtransport.caa.gov.ly,none
aladel.gov.ly,301,30 mx3.secure.ly.; 40 mx4.secure.ly.; 10 mx1.secure.ly.; 20 mx2.secure.ly.
alfalah.agriculture.gov.ly,Could not resolve host: alfalah.agriculture.gov.ly,none
anga.moi.gov.ly,Could not resolve host: anga.moi.gov.ly,none
ans.caa.gov.ly,403,20 mx2.secure.ly.; 40 mx4.secure.ly.; 10 mx1.secure.ly.; 30 mx3.secure.ly.
apply.foreign.gov.ly,SSL: no alternative certificate subject name matches target hostname 'apply.foreign.gov.ly',none
apps.eidc.gov.ly,Could not resolve host: apps.eidc.gov.ly,none
ar.eidc.gov.ly,Could not resolve host: ar.eidc.gov.ly,none
archive.caa.gov.ly,403,none
ardo.gov.ly,200,10 mx1.secure.ly.; 40 mx4.secure.ly.; 20 mx2.secure.ly.; 30 mx3.secure.ly.
atd.caa.gov.ly,403,none
attorneygeneral.gov.ly,200,40 mx4.secure.ly.; 30 mx3.secure.ly.; 10 mx1.secure.ly.; 20 mx2.secure.ly.
audit.gov.ly,200,40 mx4.secure.ly.; 10 mx1.secure.ly.; 20 mx2.secure.ly.; 30 mx3.secure.ly.
autodiscover.aca.gov.ly,Failed to connect to autodiscover.aca.gov.ly port 443 after 268 ms: Could not connect to server,none
autodiscover.agriculture.gov.ly,Could not resolve host: autodiscover.agriculture.gov.ly,none
autodiscover.bwmc.gov.ly,Could not resolve host: autodiscover.bwmc.gov.ly,none
autodiscover.cbl.gov.ly,Failed to connect to autodiscover.cbl.gov.ly port 443 after 63 ms: Could not connect to server,none
autodiscover.culture.gov.ly,Failed to connect to autodiscover.culture.gov.ly port 443 after 319 ms: Could not connect to server,none
autodiscover.edu.gov.ly,Could not resolve host: autodiscover.edu.gov.ly,none
autodiscover.finance.gov.ly,Failed to connect to autodiscover.finance.gov.ly port 443 after 259 ms: Could not connect to server,none
autodiscover.gharyan.gov.ly,SSL certificate problem: certificate has expired,none
autodiscover.gib.gov.ly,SSL certificate problem: certificate has expired,none
autodiscover.gwra.gov.ly,400,none
autodiscover.haras.gov.ly,SSL certificate problem: certificate has expired,none
autodiscover.hcc.gov.ly,400,none
autodiscover.health.gov.ly,Could not resolve host: autodiscover.health.gov.ly,none
autodiscover.higheredu.gov.ly,Could not resolve host: autodiscover.higheredu.gov.ly,none
autodiscover.ibfs.gov.ly,400,none
autodiscover.idc.gov.ly,Could not resolve host: autodiscover.idc.gov.ly,none
autodiscover.khoms.gov.ly,SSL certificate problem: certificate has expired,none
autodiscover.lcssr.gov.ly,Could not resolve host: autodiscover.lcssr.gov.ly,none
autodiscover.lgm.gov.ly,Could not resolve host: autodiscover.lgm.gov.ly,none
autodiscover.mafmm.gov.ly,Failed to connect to autodiscover.mafmm.gov.ly port 443 after 116 ms: Could not connect to server,none
autodiscover.mfz.gov.ly,400,none
autodiscover.mhu.gov.ly,Could not resolve host: autodiscover.mhu.gov.ly,none
autodiscover.mia.gov.ly,400,none
autodiscover.misrata.gov.ly,526,none
autodiscover.mm.gov.ly,Could not resolve host: autodiscover.mm.gov.ly,none
autodiscover.moe.gov.ly,400,none
autodiscover.moi.gov.ly,500,none
autodiscover.mwr.gov.ly,400,none
autodiscover.nchsr.gov.ly,400,none
autodiscover.nipa.gov.ly,SSL certificate problem: certificate has expired,none
autodiscover.phif.gov.ly,400,none
autodiscover.sj.gov.ly,Could not resolve host: autodiscover.sj.gov.ly,none
autodiscover.tadamon.gov.ly,Could not resolve host: autodiscover.tadamon.gov.ly,none
autodiscover.tajoura.gov.ly,Could not resolve host: autodiscover.tajoura.gov.ly,none
autodiscover.tourism.gov.ly,Could not resolve host: autodiscover.tourism.gov.ly,none
autodiscover.tripoli.gov.ly,400,none
autodiscover.zliten.gov.ly,400,none
autodiscover.zuwarah.gov.ly,Could not resolve host: autodiscover.zuwarah.gov.ly,none
azzawiya.gov.ly,301,none
bank.eidc.gov.ly,Could not resolve host: bank.eidc.gov.ly,none
ben.ssf.gov.ly,Could not resolve host: ben.ssf.gov.ly,none
benghazi.planning.gov.ly,403,none
bwmc.gov.ly,Could not resolve host: bwmc.gov.ly,none
caa.gov.ly,307,none
cbl.gov.ly,200,0 cbl-gov-ly.mail.protection.outlook.com.
cccl4.gov.ly,Could not resolve host: cccl4.gov.ly,none
cert.gov.ly,403,0 _dc-mx.a11842d068c9.cert.gov.ly.
cieid.gov.ly,Could not resolve host: cieid.gov.ly,0 cieid.gov.ly.
cmd.gov.ly,Could not resolve host: cmd.gov.ly,none
consjed.foreign.gov.ly,Resolving timed out after 3000 milliseconds,none
consst.foreign.gov.ly,Could not resolve host: consst.foreign.gov.ly,none
cpanel.aca.gov.ly,200,none
cpanel.agriculture.gov.ly,200,none
cpanel.aladel.gov.ly,Could not resolve host: cpanel.aladel.gov.ly,none
cpanel.benghazi.planning.gov.ly,200,none
cpanel.bwmc.gov.ly,Could not resolve host: cpanel.bwmc.gov.ly,none
cpanel.caa.gov.ly,Could not resolve host: cpanel.caa.gov.ly,none
cpanel.culture.gov.ly,Could not resolve host: cpanel.culture.gov.ly,none
cpanel.defense.gov.ly,Could not resolve host: cpanel.defense.gov.ly,none
cpanel.edu.gov.ly,Could not resolve host: cpanel.edu.gov.ly,none
cpanel.emp.foreign.gov.ly,Resolving timed out after 3000 milliseconds,none
cpanel.finance.gov.ly,200,none
cpanel.foreign.gov.ly,200,none
cpanel.gharyan.gov.ly,SSL certificate problem: certificate has expired,none
cpanel.gib.gov.ly,SSL certificate problem: certificate has expired,none
cpanel.gwra.gov.ly,200,none
cpanel.haras.gov.ly,SSL certificate problem: certificate has expired,none
cpanel.hcc.gov.ly,200,none
cpanel.health.gov.ly,SSL certificate problem: certificate has expired,none
cpanel.higheredu.gov.ly,200,none
cpanel.ibfs.gov.ly,200,none
cpanel.idc.gov.ly,200,none
cpanel.itcadel.gov.ly,SSL certificate problem: certificate has expired,none
cpanel.khoms.gov.ly,Could not resolve host: cpanel.khoms.gov.ly,none
cpanel.laa.gov.ly,200,none
cpanel.lcssr.gov.ly,SSL: no alternative certificate subject name matches target hostname 'cpanel.lcssr.gov.ly',none
cpanel.lgm.gov.ly,Could not resolve host: cpanel.lgm.gov.ly,none
cpanel.log.gov.ly,Could not resolve host: cpanel.log.gov.ly,none
cpanel.mafmm.gov.ly,200,none
cpanel.mfz.gov.ly,200,none
cpanel.mhu.gov.ly,200,none
cpanel.mia.gov.ly,200,none
cpanel.misrata.gov.ly,526,none
cpanel.mm.gov.ly,200,none
cpanel.moe.gov.ly,Could not resolve host: cpanel.moe.gov.ly,none
cpanel.moi.gov.ly,Could not resolve host: cpanel.moi.gov.ly,none
cpanel.mwr.gov.ly,200,none
cpanel.nchsr.gov.ly,Could not resolve host: cpanel.nchsr.gov.ly,none
cpanel.nipa.gov.ly,SSL certificate problem: certificate has expired,none
cpanel.npdc.gov.ly,Could not resolve host: cpanel.npdc.gov.ly,none
cpanel.phif.gov.ly,200,none
cpanel.planning.gov.ly,200,none
cpanel.sj.gov.ly,Could not resolve host: cpanel.sj.gov.ly,none
