domain,http_status,mx
abiastate.gov.ng,403,
adamawastate.gov.ng,200,
akwaibomstate.gov.ng,200,
anambrastate.gov.ng,200,
bauchistate.gov.ng,301,
bayelsastate.gov.ng,200,
benuestate.gov.ng,200,
bornostate.gov.ng,200,
crossriverstate.gov.ng,200,
deltastate.gov.ng,200,
ebonyistate.gov.ng,200,
edostate.gov.ng,200,
ekitistate.gov.ng,301,
enugustate.gov.ng,200,
gombestate.gov.ng,200,
imostate.gov.ng,200,
jigawastate.gov.ng,200,
kadunastate.gov.ng,HttpConnectTimeoutException: HTTP connect timed out,
kanostate.gov.ng,200,
katsinastate.gov.ng,200,
kebbistate.gov.ng,200,
kogistate.gov.ng,200,
kwarastate.gov.ng,307,
lagosstate.gov.ng,200,
nasarawastate.gov.ng,200,
nigerstate.gov.ng,200,
ogunstate.gov.ng,200,
ondostate.gov.ng,200,
osunstate.gov.ng,301,
oyostate.gov.ng,200,
plateaustate.gov.ng,200,
riversstate.gov.ng,403,
sokotostate.gov.ng,200,
tarabastate.gov.ng,308,
yobestate.gov.ng,200,
zamfarastate.gov.ng,200,
