subdomain,http_status
21junio2016.descolonizacion.gob.bo,Could not resolve host: 21junio2016.descolonizacion.gob.bo
24mayo.noracismo.gob.bo,Could not resolve host: 24mayo.noracismo.gob.bo
aben.gob.bo,301
account-idetest.agetic.gob.bo,Connection timed out after 3000 milliseconds
activos.pevd.gob.bo,Could not resolve host: activos.pevd.gob.bo
admin.geo.gob.bo,Could not resolve host: admin.geo.gob.bo
adminweb.ddeduclpz.gob.bo,Could not resolve host: adminweb.ddeduclpz.gob.bo
adsib.gob.bo,200
adultomayor.egpp.gob.bo,403
ae.gob.bo,Could not resolve host: ae.gob.bo
afcoop.gob.bo,301
agenda.oopp.gob.bo,Could not resolve host: agenda.oopp.gob.bo
agenda.sgc.gob.bo,Resolving timed out after 3000 milliseconds
agetic.gob.bo,200
agitlab.agetic.gob.bo,Could not resolve host: agitlab.agetic.gob.bo
ait.gob.bo,SSL certificate problem: unable to get local issuer certificate
aj.gob.bo,403
aldt.gob.bo,Could not resolve host: aldt.gob.bo
almacenes.iniaf.gob.bo,Could not resolve host: almacenes.iniaf.gob.bo
alternativa.sie.gob.bo,200
amatrix.agetic.gob.bo,Could not resolve host: amatrix.agetic.gob.bo
amdech.gob.bo,Could not resolve host: amdech.gob.bo
analitycs.adsib.gob.bo,Could not resolve host: analitycs.adsib.gob.bo
anbsw04.aduana.gob.bo,Failed to connect to anbsw04.aduana.gob.bo port 443 after 400 ms: Could not connect to server
andresibanez.gob.bo,Could not resolve host: andresibanez.gob.bo
anh.gob.bo,302
api.gamsiv.gob.bo,Resolving timed out after 3001 milliseconds
api.senado.gob.bo,Could not resolve host: api.senado.gob.bo
apisetram.gamsiv.gob.bo,Could not resolve host: apisetram.gamsiv.gob.bo
aplicaciones.aps.gob.bo,403
apostilla.gob.bo,Could not resolve host: apostilla.gob.bo
apoyo.egpp.gob.bo,403
app.egpp.gob.bo,Could not resolve host: app.egpp.gob.bo
app.senado.gob.bo,Could not resolve host: app.senado.gob.bo
appweb-01.sirh.gob.bo,Resolving timed out after 3000 milliseconds
appweb-02.sirh.gob.bo,Could not resolve host: appweb-02.sirh.gob.bo
aps.gob.bo,301
archt.gob.bo,Could not resolve host: archt.gob.bo
asamblea.agetic.gob.bo,Could not resolve host: asamblea.agetic.gob.bo
asamblea.vicepresidencia.gob.bo,Could not resolve host: asamblea.vicepresidencia.gob.bo
asamblea2.agetic.gob.bo,Could not resolve host: asamblea2.agetic.gob.bo
asamblearegionaldelchaco.gob.bo,Could not resolve host: asamblearegionaldelchaco.gob.bo
asambleasantacruz.gob.bo,Could not resolve host: asambleasantacruz.gob.bo
asfi.gob.bo,200
asinsa.gob.bo,Resolving timed out after 3000 milliseconds
aspb.gob.bo,200
att.gob.bo,Could not resolve host: att.gob.bo
aulavirtual.bcb.gob.bo,Could not resolve host: aulavirtual.bcb.gob.bo
autodiscover.aj.gob.bo,200
autodiscover.archt.gob.bo,Could not resolve host: autodiscover.archt.gob.bo
autodiscover.bcb.gob.bo,TLS connect error: error:0A000126:SSL routines::unexpected eof while reading
autodiscover.colquiri.gob.bo,SSL: no alternative certificate subject name matches target hostname 'autodiscover.colquiri.gob.bo'
autodiscover.comarapa.gob.bo,200
autodiscover.conalpedis.gob.bo,Could not resolve host: autodiscover.conalpedis.gob.bo
autodiscover.emsa.gob.bo,400
autodiscover.fbm.gob.bo,Could not resolve host: autodiscover.fbm.gob.bo
autodiscover.fnse.gob.bo,Could not resolve host: autodiscover.fnse.gob.bo
autodiscover.gamcuatrocanadas.gob.bo,Could not resolve host: autodiscover.gamcuatrocanadas.gob.bo
autodiscover.gamy.gob.bo,Resolving timed out after 3000 milliseconds
autodiscover.gmsantacruz.gob.bo,Failed to connect to autodiscover.gmsantacruz.gob.bo port 443 after 695 ms: Could not connect to server
autodiscover.impuestos.gob.bo,Could not resolve host: autodiscover.impuestos.gob.bo
autodiscover.insumosbolivia.gob.bo,SSL: no alternative certificate subject name matches target hostname 'autodiscover.insumosbolivia.gob.bo'
autodiscover.municipiovacas.gob.bo,Resolving timed out after 3000 milliseconds
autodiscover.noracismo.gob.bo,Could not resolve host: autodiscover.noracismo.gob.bo
autodiscover.probolivia.gob.bo,Could not resolve host: autodiscover.probolivia.gob.bo
autodiscover.santacruz.gob.bo,Connection timed out after 3001 milliseconds
autodiscover.selaoruro.gob.bo,Could not resolve host: autodiscover.selaoruro.gob.bo
autodiscover.tjsantacruz.gob.bo,Could not resolve host: autodiscover.tjsantacruz.gob.bo
autodiscover.yapacani.gob.bo,SSL: no alternative certificate subject name matches target hostname 'autodiscover.yapacani.gob.bo'
bancosol.egpp.gob.bo,403
baneco.egpp.gob.bo,403
bbb.gob.bo,Resolving timed out after 3000 milliseconds
bcb.egpp.gob.bo,403
bcb.gob.bo,TLS connect error: error:0A000126:SSL routines::unexpected eof while reading
bcp.egpp.gob.bo,403
benedcon.ibten.gob.bo,Resolving timed out after 3000 milliseconds
beni.gob.bo,Could not resolve host: beni.gob.bo
beniturismo.beni.gob.bo,Could not resolve host: beniturismo.beni.gob.bo
beta.gampocoata.gob.bo,Could not resolve host: beta.gampocoata.gob.bo
betanzos.gob.bo,Could not resolve host: betanzos.gob.bo
bi.ae.gob.bo,Could not resolve host: bi.ae.gob.bo
bi.ruat.gob.bo,Could not resolve host: bi.ruat.gob.bo
bi.sirh.gob.bo,Resolving timed out after 3000 milliseconds
bi.ypfb.gob.bo,Connection timed out after 3000 milliseconds
biblioteca.conalpedis.gob.bo,Could not resolve host: biblioteca.conalpedis.gob.bo
biblioteca.ddeduclpz.gob.bo,Resolving timed out after 3000 milliseconds
bibliotecavirtual.egpp.gob.bo,403
bid.ypfb.gob.bo,Could not resolve host: bid.ypfb.gob.bo
bisa.egpp.gob.bo,403
blog.agetic.gob.bo,Could not resolve host: blog.agetic.gob.bo
bnb.egpp.gob.bo,403
bolivia.gob.bo,Could not resolve host: bolivia.gob.bo
boltur.gob.bo,Could not resolve host: boltur.gob.bo
bonos.bcb.gob.bo,200
bonosusa.bcb.gob.bo,Could not resolve host: bonosusa.bcb.gob.bo
bpm.agetic.gob.bo,Could not resolve host: bpm.agetic.gob.bo
bsisa.anh.gob.bo,Connection timed out after 3001 milliseconds
buenavista.gob.bo,Could not resolve host: buenavista.gob.bo
cabezas.gob.bo,Could not resolve host: cabezas.gob.bo
cache.sigma.gob.bo,Could not resolve host: cache.sigma.gob.bo
calamarca.gob.bo,Could not resolve host: calamarca.gob.bo
calidad.ae.gob.bo,Could not resolve host: calidad.ae.gob.bo
calificacionpcd.agetic.gob.bo,Could not resolve host: calificacionpcd.agetic.gob.bo
calificacionpcd.minsalud.gob.bo,Could not resolve host: calificacionpcd.minsalud.gob.bo
cam.egpp.gob.bo,403
camaras.local.agetic.gob.bo,Could not resolve host: camaras.local.agetic.gob.bo
campusvirtual.uif.gob.bo,200
canal9.gamllallagua.gob.bo,Could not resolve host: canal9.gamllallagua.gob.bo
capacitacion.vipfe.gob.bo,Could not resolve host: capacitacion.vipfe.gob.bo
cclic.vicepresidencia.gob.bo,Resolving timed out after 3002 milliseconds
cclicdev.vicepresidencia.gob.bo,Could not resolve host: cclicdev.vicepresidencia.gob.bo
central.conalpedis.gob.bo,Could not resolve host: central.conalpedis.gob.bo
certificacion.probolivia.gob.bo,200
certificados.eje.gob.bo,200
cge-djbr.gob.bo,Could not resolve host: cge-djbr.gob.bo
cgii.agetic.gob.bo,Could not resolve host: cgii.agetic.gob.bo
cgii.gob.bo,200
challapata.gob.bo,Resolving timed out after 3000 milliseconds
charagua.gob.bo,Could not resolve host: charagua.gob.bo
chat.oopp.gob.bo,Connection timed out after 3002 milliseconds
chorolque.egpp.gob.bo,403
ci.agetic.gob.bo,Could not resolve host: ci.agetic.gob.bo
cis.gob.bo,Resolving timed out after 3000 milliseconds
cloud.minsalud.gob.bo,Could not resolve host: cloud.minsalud.gob.bo
cloud.vipfe.gob.bo,Could not resolve host: cloud.vipfe.gob.bo
cmt.gob.bo,200
cobija.gob.bo,Could not resolve host: cobija.gob.bo
codesur.egpp.gob.bo,403
codice.mmaya.gob.bo,Failed to connect to codice.mmaya.gob.bo port 443 after 213 ms: Could not connect to server
cofadena.gob.bo,200
colcapirhua.gob.bo,200
colquiri.gob.bo,200
comarapa.egpp.gob.bo,403
comarapa.gob.bo,200
con.conalpedis.gob.bo,Could not resolve host: con.conalpedis.gob.bo
conal.conalpedis.gob.bo,Could not resolve host: conal.conalpedis.gob.bo
conalpedis.gob.bo,Could not resolve host: conalpedis.gob.bo
concejoelalto.gob.bo,Could not resolve host: concejoelalto.gob.bo
concejomcpaldemontero.gob.bo,403
concejomunicipalscz.gob.bo,Could not resolve host: concejomunicipalscz.gob.bo
conciliacion.gob.bo,Could not resolve host: conciliacion.gob.bo
conductor.agetic.gob.bo,Could not resolve host: conductor.agetic.gob.bo
congreso-semillas.iniaf.gob.bo,Could not resolve host: congreso-semillas.iniaf.gob.bo
contacto.ddeduclpz.gob.bo,Could not resolve host: contacto.ddeduclpz.gob.bo
convivenciasinviolencia.egpp.gob.bo,Could not resolve host: convivenciasinviolencia.egpp.gob.bo
coplutic.gob.bo,Could not resolve host: coplutic.gob.bo
correo.aben.gob.bo,Could not resolve host: correo.aben.gob.bo
correo.adsib.gob.bo,SSL certificate problem: certificate has expired
correo.anh.gob.bo,307
correo.aspb.gob.bo,200
correo.bcb.gob.bo,Connection timed out after 3002 milliseconds
