subdomain,mx
abcd.tsp.gob.cu,none
abreus.gob.cu,10 mx.abreus.gob.cu.
aguadadepasajeros.gob.cu,10 mx.aguadadepasajeros.gob.cu.
aguaysaneamiento.hidro.gob.cu,none
amppcmg.gob.cu,none
apixejel.tsp.gob.cu,none
apixejelprueba.tsp.gob.cu,none
aquiles.tsp.gob.cu,none
arroyonaranjo.gob.cu,10 pmg02.infocap.cu.; 10 pmg01.infocap.cu.
artemisa.gob.cu,10 mx.artemisa.gob.cu.
autodiscover.inass.gob.cu,dig error
banes.gob.cu,10 mx.banes.gob.cu.
bbb.aduana.gob.cu,none
bienestar.apppmy.gob.cu,dig error
bienestarapp.minjus.gob.cu,none
blue-meet.onat.gob.cu,dig error
blue-meet1.onat.gob.cu,10 mail.onat.gob.cu.
boyeros.gob.cu,10 pmg01.infocap.cu.; 10 pmg02.infocap.cu.
buenaventura.gob.cu,10 mx.buenaventura.gob.cu.
bueyarriba.gob.cu,10 mx.bueyarriba.gob.cu.
cabaiguan.gob.cu,10 mx.cabaiguan.gob.cu.
caimanera.gob.cu,10 mx.caimanera.gob.cu.
camaguey.gob.cu,none
cas.mincex.gob.cu,none
cayomambi.gob.cu,10 mx.cayomambi.gob.cu.
centrohabana.gob.cu,10 pmg01.infocap.cu.; 10 pmg02.infocap.cu.
cerro.gob.cu,10 pmg01.infocap.cu.; 10 pmg02.infocap.cu.
certificaciones.minjus.gob.cu,none
certs.hidro.gob.cu,none
cgrran.contraloria.gob.cu,none
ch.gob.cu,10 pmg02.infocap.cu.; 10 pmg01.infocap.cu.
chaparra.gob.cu,10 mx.chaparra.gob.cu.
chat.hidro.gob.cu,none
ciegodeavila.gob.cu,10 mx.ciegodeavila.gob.cu.
cienfuegos.gob.cu,10 mx.cienfuegos.gob.cu.
cienfueguero.gob.cu,10 mx.cienfueguero.gob.cu.
cij.minjus.gob.cu,none
citmacam.gob.cu,0 ceniai1.net.cu.
ciudadholguin.gob.cu,none
ciudadprimada.gob.cu,10 mx.ciudadprimada.gob.cu.
civix-portal.tsp.gob.cu,none
civix.tsp.gob.cu,none
conferencia.hidro.gob.cu,none
conferencia.mincex.gob.cu,none
constitucion.minrex.gob.cu,none
correo.citmacam.gob.cu,none
correo.hidro.gob.cu,none
correo.ij.hidro.gob.cu,none
correo.inass.gob.cu,none
correo.micons.gob.cu,none
correo.mincex.gob.cu,none
