subdomain,parent_domain,http_status,mx
alcaldiadegranada.gob.ni,gob.ni,Resolving timed out after 3000 milliseconds,none
alcaldiadematagalpa.gob.ni,gob.ni,403,0 alcaldiadematagalpa.gob.ni.
alcaldiadepuertocabeza.gob.ni,gob.ni,Resolving timed out after 3000 milliseconds,dig error
alcaldiaderivas.gob.ni,gob.ni,Resolving timed out after 3000 milliseconds,none
alcaldiadetola.gob.ni,gob.ni,200,0 alcaldiadetola.gob.ni.
alcaldiadeyalaguina.gob.ni,gob.ni,Resolving timed out after 3001 milliseconds,none
alcaldiaelrama.gob.ni,gob.ni,200,0 alcaldiaelrama.gob.ni.
alcaldiajinotega.gob.ni,gob.ni,Resolving timed out after 3001 milliseconds,0 alcaldiajinotega.gob.ni.
alcaldiamatiguas.gob.ni,gob.ni,Resolving timed out after 3000 milliseconds,none
alcaldiaocotal.gob.ni,gob.ni,200,5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
alcaldiapalacaguina.gob.ni,gob.ni,Could not resolve host: alcaldiapalacaguina.gob.ni,none
alcaldiapantasma.gob.ni,gob.ni,SSL: no alternative certificate subject name matches target hostname 'alcaldiapantasma.gob.ni',none
alcaldiasandionisio.gob.ni,gob.ni,Could not resolve host: alcaldiasandionisio.gob.ni,none
alcaldiasebaco.gob.ni,gob.ni,404,20 sitemail2.everyone.net.; 10 sitemail.everyone.net.
alcaldiasomoto.gob.ni,gob.ni,Resolving timed out after 3000 milliseconds,30 mx.alcaldiasomoto.gob.ni.
alcisa.gob.ni,gob.ni,Resolving timed out after 3000 milliseconds,dig error
almaemtrides.gob.ni,gob.ni,406,0 almaemtrides.gob.ni.
amev.gob.ni,gob.ni,Resolving timed out after 3001 milliseconds,none
ana.gob.ni,gob.ni,Resolving timed out after 3000 milliseconds,0 mail.ana.gob.ni.
ania.gob.ni,gob.ni,200,0 ania.gob.ni.
