hostname,score,sources,label,level
centroamericaribeschp.com,6,wikidata;wikidata,Piarist province Central America- Caribbean,
jesuitascam.org,6,wikidata;wikidata,Jesuit Province of Central America,
cvjp.org.ni,4,wikidata,"Commission for Truth, Justice and Peace",
eaai.com.ni,4,wikidata,Administrative Company of National and International Airports,central
ni.usembassy.gov,4,wikidata,Embassy of the United States in Managua,central
tecnacional.edu.ni,4,wikidata,National Technical and Technological Institute of Nicaragua,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Nicaragua and to the Central American Integration System,central
managua.diplo.de,3,wikidata,"Embassy of Germany, Managua",central
managua.mae.lu,3,wikidata,embassy of Luxembourg in Nicaragua,central
ni.ambafrance.org,3,wikidata,"Embassy of France, Managua",central
nicaragua.mid.ru,3,wikidata,embassy of Russia in Nicaragua,central
taiwanembassy.org,3,wikidata,"Embassy of the Republic of China (Taiwan), Managua",central
web.archive.org,3,wikidata,Investment Promotion Secretariat,
