field,text
country_name,"none"
government_type,"semi-presidential republic"
capital,"Kyiv (Kiev is the transliteration from Russian)"
chief_of_state,"President Volodymyr ZELENSKYY (since 20 May 2019)"
head_of_government,"Prime Minister Yulia SVYRYDENKO (since 17 July 2025)"
judicial_highest_courts,"Supreme Court of Ukraine or SCU (consists of 100 judges, organized into civil, criminal, commercial and administrative chambers, and a grand chamber); Constitutional Court (consists of 18 justices); High Anti-Corruption Court (consists of 39 judges, including 12 in the Appeals Chamber)"
constitution_history,"several previous; latest adopted and ratified 28 June 1996"
