hostname,score,sources,label,level
bankofguyana.org.gy,4,wikidata,Bank of Guyana,
cdc.gy,4,wikidata,Civil Defense Commission of Guyana,
gy.usembassy.gov,4,wikidata,embassy of the United States in Guyana,central
eeas.europa.eu,3,wikidata,"Delegation of the European Union to Guyana, for Suriname, and with responsibility for Aruba, Bonaire, Curaçao, Saba, Saint Barthélemy, Sint Eustatius and Sint Maarten",central
gnbsgy.org,3,wikidata,Guyana National Bureau of Standards,
guyana.mid.ru,3,wikidata,embassy of Russia in Guyana,central
hcigeorgetown.org,3,wikidata,"High Commission of India, Georgetown",central
nationallibraryofguyana.com,3,wikidata,National Library of Guyana,
surguychamber.org,3,wikidata,Suriname-Guyana Kamer van Koophandel,
