subdomain,parent_domain,http_status
accc.gov.gy,gov.gy,503
access.moipa.gov.gy,gov.gy,Connection timed out after 3001 milliseconds
admin.test.doc.gov.gy,gov.gy,Connection timed out after 3000 milliseconds
agriculture.gov.gy,gov.gy,Could not resolve host: agriculture.gov.gy
api.console.nsc.gov.gy,gov.gy,Could not resolve host: api.console.nsc.gov.gy
api.console.sandbox.nsc.gov.gy,gov.gy,Could not resolve host: api.console.sandbox.nsc.gov.gy
api.ggb.gov.gy,gov.gy,301
apim.test.doc.gov.gy,gov.gy,Connection timed out after 3000 milliseconds
asdu.gov.gy,gov.gy,200
assets.climatechange.gov.gy,gov.gy,SSL certificate problem: unable to get local issuer certificate
autodiscover.business.gov.gy,gov.gy,Could not resolve host: autodiscover.business.gov.gy
autodiscover.ess.gra.gov.gy,gov.gy,Could not resolve host: autodiscover.ess.gra.gov.gy
autodiscover.georgetown.gov.gy,gov.gy,Could not resolve host: autodiscover.georgetown.gov.gy
autodiscover.goinvest.gov.gy,gov.gy,Could not resolve host: autodiscover.goinvest.gov.gy
autodiscover.gra.gov.gy,gov.gy,Could not resolve host: autodiscover.gra.gov.gy
autodiscover.iast.gov.gy,gov.gy,400
autodiscover.minfor.gov.gy,gov.gy,Failed to connect to autodiscover.minfor.gov.gy port 443 after 224 ms: Could not connect to server
autodiscover.mintic.gov.gy,gov.gy,Failed to connect to autodiscover.mintic.gov.gy port 443 after 125 ms: Could not connect to server
autodiscover.mission.gov.gy,gov.gy,521
autodiscover.mlhsss.gov.gy,gov.gy,Could not resolve host: autodiscover.mlhsss.gov.gy
autodiscover.nationaltrust.gov.gy,gov.gy,Could not resolve host: autodiscover.nationaltrust.gov.gy
autodiscover.nre.gov.gy,gov.gy,Could not resolve host: autodiscover.nre.gov.gy
autodiscover.opm.gov.gy,gov.gy,Could not resolve host: autodiscover.opm.gov.gy
autodiscover.wildlife.gov.gy,gov.gy,400
barbados.mission.gov.gy,gov.gy,Could not resolve host: barbados.mission.gov.gy
bartica.gov.gy,gov.gy,Could not resolve host: bartica.gov.gy
bccps.gov.gy,gov.gy,Could not resolve host: bccps.gov.gy
bit.gov.gy,gov.gy,Could not resolve host: bit.gov.gy
blog.parliament.gov.gy,gov.gy,Could not resolve host: blog.parliament.gov.gy
bps.test.doc.gov.gy,gov.gy,Connection timed out after 3001 milliseconds
build.statisticsguyana.gov.gy,gov.gy,Could not resolve host: build.statisticsguyana.gov.gy
