hostname,score,sources,label,level
pnj.ac.id,7,wikidata;wikidata,Jakarta State Polytechnic,university
polije.ac.id,7,wikidata;wikidata,Politeknik Negeri Jember,university
polimedia.ac.id,7,wikidata;wikidata,State Polytechnic of Creative Media,university
polinema.ac.id,7,wikidata;wikidata,State Polytechnic of Malang,university
politanipyk.ac.id,7,wikidata;wikidata,Politeknik Pertanian Negeri Payakumbuh,university
poliupg.ac.id,7,wikidata;wikidata,Ujung Pandang State Polytechnics,university
polman-bandung.ac.id,7,wikidata;wikidata;wikidata,Politeknik Manufaktur Bandung,university
polnam.ac.id,7,wikidata;wikidata,Ambon State Polytechnic,university
polnes.ac.id,7,wikidata;wikidata,Samarinda State Polytechnic,university
radenintan.ac.id,7,wikidata;wikidata,Universitas Islam Negeri Raden Intan Lampung,university
uin-alauddin.ac.id,7,wikidata;wikidata;wikidata,Alauddin Islamic State University,university
uin-suska.ac.id,7,wikidata;wikidata,State Islamic University of Sultan Syarif Kasim II,university
uinib.ac.id,7,wikidata;wikidata,Imam Bonjol State Islamic University,university
uinsu.ac.id,7,wikidata;wikidata,State Islamic University of North Sumatra | State Islamic University of North Sumatra Medan,university
umrah.ac.id,7,wikidata;wikidata,Maritime University of Raja Ali Haji,university
bpak.unipa.ac.id,4,wikidata,University of Papua,university
iain-palangkaraya.ac.id,4,wikidata,State Islamic Institute Palangka Raya,university
iainambon.ac.id,4,wikidata,IAIN Ambon,university
iainfmpapua.ac.id,4,wikidata,State Islamic Institute of Fattahul Muluk,university
itb.ac.id,4,wikidata,Bandung Institute of Technology,university
itera.ac.id,4,wikidata,Sumatra Institute of Technology,university
itk.ac.id,4,wikidata,Kalimantan Institute of Technology,university
pgsdkebumen.fkip.uns.ac.id,4,wikidata,Universitas Sebelas Maret Kampus VI Kebumen,university
pnb.ac.id,4,wikidata,Politeknik Negeri Bali,university
pnk.ac.id,4,wikidata,Politeknik Negeri Kupang,university
pnm.ac.id,4,wikidata,Politeknik Negeri Madiun,university
polibatam.ac.id,4,wikidata,Politeknik Negeri Batam,university
polinela.ac.id,4,wikidata,Polytechnic of Lampung State,university
polines.ac.id,4,wikidata,Politeknik Negeri Semarang,university
politanikoe.ac.id,4,wikidata,Politeknik Pertanian Negeri Kupang,university
politanisamarinda.ac.id,4,wikidata,Samarinda State Agricultural Polytechnic,university
polma.ac.id,4,wikidata,Politeknik Negeri Madiun,university
polmed.ac.id,4,wikidata,State Polytechnic of Medan,university
polsri.ac.id,4,wikidata,Sriwijaya State Polytechnic,university
poltanesa.ac.id,4,wikidata,Samarinda State Agricultural Polytechnic,university
radenfatah.ac.id,4,wikidata,Universitas Islam Negeri Raden Fatah Palembang,university
stain-jember.ac.id,4,wikidata,Universitas Islam Negeri Kiai Haji Achmad Siddiq Jember,university
stpdobos.ac.id,4,wikidata,Sekolah Tinggi Pastoral Don Bosco Tomohon,university
ub.ac.id,4,wikidata,Brawijaya University,university
ugm.ac.id,4,wikidata,Gadjah Mada University,university
ui.ac.id,4,wikidata,University of Indonesia,university
uin-antasari.ac.id,4,wikidata,Universitas Islam Negeri Antasari,university
uin-malang.ac.id,4,wikidata,Universitas Islam Negeri Maulana Malik Ibrahim,university
uin-suka.ac.id,4,wikidata,Sunan Kalijaga Islamic University,university
uinbanten.ac.id,4,wikidata,State Islamic University of Sultan Maulana Hasanuddin Banten,university
uinbukittinggi.ac.id,4,wikidata,State Islamic University of Sjech M. Djamil Djambek Bukittinggi,university
uinjkt.ac.id,4,wikidata,Jakarta State Islamic University,university
uinmataram.ac.id,4,wikidata,Mataram State Islamic University,university
uinmybatusangkar.ac.id,4,wikidata,Universitas Islam Negeri Mahmud Yunus Batusangkar,university
uinsa.ac.id,4,wikidata,Universitas Islam Negeri Sunan Ampel Surabaya,university
uinsaid.ac.id,4,wikidata,Universitas Islam Negeri Raden Mas Said Surakarta,university
uinsby.ac.id,4,wikidata,Universitas Islam Negeri Sunan Ampel Surabaya,university
uinsgd.ac.id,4,wikidata,Sunan Gunung Djati State Islamic University Bandung,university
uinsyahada.ac.id,4,wikidata,Universitas Islam Negeri Syekh Ali Hasan Ahmad Addary Padangsidimpuan,university
unand.ac.id,4,wikidata,Andalas University,university
undip.ac.id,4,wikidata,Diponegoro University,university
unimal.ac.id,4,wikidata,Malikussaleh University,university
unipa.ac.id,4,wikidata,University of Papua,university
unj.ac.id,4,wikidata,State University of Jakarta,university
unkhair.ac.id,4,wikidata,Khairun University,university
unnes.ac.id,4,wikidata,State University of Semarang,university
unp.ac.id,4,wikidata,Padang State University,university
unsam.ac.id,4,wikidata,Samudra University,university
unsika.ac.id,4,wikidata,Singaperbangsa University,university
unsil.ac.id,4,wikidata,Siliwangi University,university
unsrat.ac.id,4,wikidata,Sam Ratulangi University,university
untidar.ac.id,4,wikidata,Tidar University,university
uny.ac.id,4,wikidata,Yogyakarta State University,university
upnvj.ac.id,4,wikidata,"National Development University ""Veteran"" Jakarta",university
walisongo.ac.id,4,wikidata,Universitas Islam Negeri Walisongo,university
widyagama.ac.id,4,wikidata,Universitas Widya Gama Malang,university
id.polikani.org,3,wikidata,Tual State Fisheries Polytechnic,university
asean.usmission.gov,4,wikidata,United States Mission to ASEAN,local
danantaraindonesia.co.id,4,wikidata,Daya Anagata Nusantara Investment Management Agency,local
