hostname,score,sources,label,level
parliament.am,8,wikidata;wikidata,National Assembly of Armenia,
edu.am,4,wikidata,Ministry of Education and Science,
escs.am,4,wikidata,"Ministry of Education, Science, Culture and Sports of Armenia",
mfa.am,4,wikidata,Ministry of Foreign Affairs of Armenia,
mil.am,4,wikidata,Ministry of Defence of Armenia,
mineconomy.am,4,wikidata,Ministry of Economy of the Republic of Armenia,
minfin.am,4,wikidata,Ministry of Finance,
mlsa.am,4,wikidata,Ministry of Labor and Social Affairs,
moh.am,4,wikidata,Ministry of Health,
moj.am,4,wikidata,Ministry of Justice (Armenia),
msy.am,4,wikidata,Ministry of Youth and Sports,
mtad.am,4,wikidata,Ministry of Territorial Administration and Infrastructure,
yerevan.am,4,wikidata,"Council of the Elders, Yerevan",
