field,text
country_name,"Republic of Moldova"
government_type,"parliamentary republic"
capital,"Chisinau in Romanian (Kishinev in Russian)"
chief_of_state,"President Maia SANDU (since 24 December 2020)"
head_of_government,"Prime Minister Alexandru MUNTEANU (since 1 November 2025)"
judicial_highest_courts,"Supreme Court of Justice (consists of the chief judge, 3 deputy-chief judges, 45 judges, and 7 assistant judges); Constitutional Court (consists of the court president and 6 judges)"
constitution_history,"previous 1978; latest adopted 29 July 1994, effective 27 August 1994"
