subdomain,http_status,mx
0288.bpo.gov.mn,Connection timed out after 3000 milliseconds,none
103.ub.gov.mn,301,10 mx.mail.gov.mn.; 10 mx2.mail.gov.mn.
11-11.to.gov.mn,Failed to connect to 11-11.to.gov.mn port 443 after 1991 ms: Could not connect to server,none
3jargalhairhan.ub.gov.mn,Could not resolve host: 3jargalhairhan.ub.gov.mn,none
3tsuur.ub.gov.mn,301,10 mx.mail.gov.mn.; 10 mx2.mail.gov.mn.
401.cd.gov.mn,Operation timed out after 3001 milliseconds with 0 bytes received,none
403.cd.gov.mn,200,none
405.cd.gov.mn,200,none
407.cd.gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received,none
411.cd.gov.mn,Could not resolve host: 411.cd.gov.mn,none
413.cd.gov.mn,Could not resolve host: 413.cd.gov.mn,none
415.cd.gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received,none
419.cd.gov.mn,Could not resolve host: 419.cd.gov.mn,none
423.cd.gov.mn,Could not resolve host: 423.cd.gov.mn,none
425.cd.gov.mn,Could not resolve host: 425.cd.gov.mn,none
427.cd.gov.mn,Connection timed out after 3004 milliseconds,none
429.cd.gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received,none
431.cd.gov.mn,Connection timed out after 3002 milliseconds,none
433.cd.gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received,none
435.cd.gov.mn,Connection timed out after 3000 milliseconds,none
437.cd.gov.mn,Could not resolve host: 437.cd.gov.mn,none
439.cd.gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received,none
441.cd.gov.mn,Connection timed out after 3003 milliseconds,none
457.cd.gov.mn,Could not resolve host: 457.cd.gov.mn,none
461.cd.gov.mn,Connection timed out after 3001 milliseconds,none
4khoroo.sbd.gov.mn,Connection timed out after 3002 milliseconds,0 mail.4khoroo.sbd.gov.mn.
achlahui.ub.gov.mn,Could not resolve host: achlahui.ub.gov.mn,none
admincourt.gov.mn,200,10 mx.mail.gov.mn.
admincourt2.gov.mn,Operation timed out after 3003 milliseconds with 0 bytes received,10 mx.mail.gov.mn.; 10 mx2.mail.gov.mn.
afccp.gov.mn,SSL certificate problem: certificate has expired,10 mx2.mail.gov.mn.; 10 mx.mail.gov.mn.
airquality.ub.gov.mn,Could not resolve host: airquality.ub.gov.mn,none
akhmadiinkhotkhon-1.ub.gov.mn,200,10 mx.mail.gov.mn.; 10 mx2.mail.gov.mn.
alag-erdene.khs.gov.mn,200,none
aldarkhaan.zavkhan.gov.mn,Connection timed out after 3001 milliseconds,0 aldarkhaan.zavkhan.gov.mn.
altaisum.kho.gov.mn,Connection timed out after 3001 milliseconds,none
altanbulag.gov.mn,200,10 mx.mail.gov.mn.; 10 mx2.mail.gov.mn.
altanbulag.se.gov.mn,Connection timed out after 3002 milliseconds,none
altanbulag.to.gov.mn,SSL: no alternative certificate subject name matches target hostname 'altanbulag.to.gov.mn',none
amarjikh2.ub.gov.mn,200,20 amarjikh2.ub.gov.mn.; 10 mx4.email.gov.mn.; 10 mx3.email.gov.mn.
amarjikh3.ub.gov.mn,Could not resolve host: amarjikh3.ub.gov.mn,none
amc.namem.gov.mn,Operation timed out after 3000 milliseconds with 0 bytes received,10 mx.mail.gov.mn.; 10 mx2.mail.gov.mn.
amgalan-itgelehui.ub.gov.mn,Connection timed out after 3003 milliseconds,10 mx3.email.gov.mn.; 20 amgalan-itgelehui.ub.gov.mn.; 10 mx4.email.gov.mn.
