subdomain,mx
archive.gouvernement.cg,none
baccarat-online.gouvernement.cg,none
cpanel.gouvernement.cg,none
cpcalendars.gouvernement.cg,none
cpcontacts.gouvernement.cg,none
gouvernement.cg,0 mail.gouvernement.cg.
mail.gouvernement.cg,none
sitenconstruction.gouvernement.cg,dig error
test.gouvernement.cg,none
test2.gouvernement.cg,none
webdisk.gouvernement.cg,dig error
webmail.gouvernement.cg,none
www.archive.gouvernement.cg,dig error
www.baccarat-online.gouvernement.cg,dig error
www.gouvernement.cg,dig error
www.mail.gouvernement.cg,dig error
www.sitenconstruction.gouvernement.cg,dig error
www.test.gouvernement.cg,dig error
www.test2.gouvernement.cg,dig error
www.webmail.gouvernement.cg,none
