qid,label
Q169674,Kakheti
Q19038,Guria
Q19039,Samtskhe–Javakheti
Q200045,Imereti
Q200047,Shida Kartli
Q200048,Kvemo Kartli
Q200309,Samegrelo-Zemo Svaneti
Q203339,Mtskheta-Mtianeti
Q2914461,Autonomous Republic of Abkhazia
Q38893,Racha-Lechkhumi and Kvemo Svaneti
Q45693,Adjara
Q994,Tbilisi
