field,text
country_name,"Kingdom of Sweden"
government_type,"parliamentary constitutional monarchy"
capital,"Stockholm"
chief_of_state,"King CARL XVI GUSTAF (since 15 September 1973)"
head_of_government,"Prime Minister Ulf KRISTERSSON (since 18 October 2022)"
judicial_highest_courts,"Supreme Court of Sweden (consists of 16 justices, including the court chairman); Supreme Administrative Court (consists of 18 justices, including the court president)"
constitution_history,"Sweden has four fundamental laws which together make up the Constitution: The Instrument of Government (several previous; latest 1974); The Act of Succession (enacted 1810; changed in 1937 and 1980); The Freedom of the Press Act (many previous; latest in 1949); The Fundamental Law on Freedom of Expression (adopted 1991)"
