hostname,http_status,mx
ambafrance-ne.org,ConnectException,none
ambarimniamey.com,ConnectException,none
ansi.ne,200,0 mail.ansi.ne.
bceao.int,ConnectException,10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
cnc-niger.org,ConnectException,none
eeas.europa.eu,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
embassyofpakistan.com,200,10 mail.embassyofpakistan.com.
inran.refer.ne,HttpConnectTimeoutException: HTTP connect timed out,none
lesahel.org,301,10 mx.webmo.fr.; 20 mxsecondaire.webmo.fr.; 100 mx.webmo.fr.
msp.ne,ConnectException,none
ne.china-embassy.org,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching ne.china-embassy.org found.,none
niamey.diplo.de,200,10 mx2.bund.de.; 10 mx1.bund.de.
police.ne,ConnectException,10 zmail.police.ne.
stat-niger.org,301,none
tribunalcommerceniamey.ne,ConnectException,none
