hostname,score,sources,label,level
en.npc.gov.cn.cdurl.cn,8,wikidata;wikidata;wikidata,Standing Committee of the National People's Congress | National People's Congress,central
gov.hnedu.cn,8,wikidata;wikidata,Hunan Provincial Department of Education,central-1
aacm.gov.mo,7,wikidata;wikidata,Civil Aviation Authority of Macau,central
al.gov.mo,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Legislative Assembly of Macau,central-1
amcm.gov.mo,7,wikidata;wikidata,Monetary Authority of Macao,central-1
amcm.macau.gov.mo,7,wikidata;wikidata,Monetary Authority of Macao,central-1
bjast.ac.cn,7,wikidata;wikidata,Beijing Academy of Science and Technology,
ca.gov.mo,7,wikidata;wikidata,Commission of Audit,central-1
caas.cn,7,wikidata;wikidata,Chinese Academy of Agricultural Sciences,
cedb.gov.hk,7,wikidata;wikidata,Commerce and Economic Development Bureau,central-1
china.usembassy-china.org.cn,7,wikidata;wikidata,"Embassy of the United States, Beijing | Consulate General of the United States, Shanghai",central
chinacdc.cn,7,wikidata;wikidata;wikidata,National Institute for Radiological Protection | Chinese Center for Disease Control and Prevention | National Institute for Viral Disease Control and Prevention,
cmab.gov.hk,7,wikidata;wikidata,Constitutional and Mainland Affairs Bureau,central-1
csb.gov.hk,7,wikidata;wikidata,Civil Service Bureau,central-1
cstb.gov.hk,7,wikidata;wikidata,"Culture, Sports and Tourism Bureau, Hong Kong",central-1
ctt.gov.mo,7,wikidata;wikidata,Macao Post and Telecommunications Bureau,central-1
customs.gov.hk,7,wikidata;wikidata;wikidata;wikidata,Customs and Excise Department,central-1
devb.gov.hk,7,wikidata;wikidata,Development Bureau,central-1
draemp.gov.mo,7,wikidata;wikidata,Office of the Macau Special Administrative Region in Beijing,central
dsasg.gov.mo,7,wikidata;wikidata,Direcção dos Serviços para os Assuntos da Sede do Governo,central-1
dsat.gov.mo,7,wikidata;wikidata,Transport Bureau,central-1
dscc.gov.mo,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Cartography and Cadastre Bureau,central-1
dsec.gov.mo,7,wikidata;wikidata,Statistics and Census Service,central-1
dsedt.gov.mo,7,wikidata;wikidata;wikidata;wikidata,Economic and Technological Development Bureau,central-1
dsi.gov.mo,7,wikidata;wikidata,Identification Services Bureau,central-1
dsop.gov.mo,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Direcção dos Serviços de Obras Públicas,central-1
dspa.gov.mo,7,wikidata;wikidata,Environmental Protection Bureau,central-1
