subdomain,mx
500plus.gov.pl,none
a-uwb.bydgoszcz.uw.gov.pl,none
a2a.doplaty.gov.pl,none
abw.gov.pl,10 mx-01.abw.gov.pl.
access.udt.gov.pl,none
activesync.ncbr.gov.pl,none
ade.ap.gov.pl,none
adfs.prokuratoria.gov.pl,none
administracja.mac.gov.pl,none
adsf.prokuratoria.gov.pl,none
agad.gov.pl,0 agad-gov-pl.mail.protection.outlook.com.
agent.phics.gov.pl,none
aids.gov.pl,10 aids.gov.pl.
air.wroclaw.pios.gov.pl,none
akademia.biznes.gov.pl,none
akademia.mz.gov.pl,none
akademia.nfz.gov.pl,none
akredytacje.nauka.gov.pl,none
aktualizacja.chelmno.psse.gov.pl,none
aktualizacja.nidzica.up.gov.pl,none
aleksandrowkuj.sr.gov.pl,10 mail2.wroclaw.sa.gov.pl.; 10 mail3.wroclaw.sa.gov.pl.; 10 mail4.wroclaw.sa.gov.pl.; 10 mail.wroclaw.sa.gov.pl.
ankiet.stat.gov.pl,none
ankieta.dysleksja.nencki.gov.pl,none
ankieta.giif.mofnet.gov.pl,none
ankiety.parp.gov.pl,none
anr.gov.pl,10 mx2.anr.gov.pl.; 20 mail3.kowr.gov.pl.; 5 mx1.anr.gov.pl.
antyspam.udt.gov.pl,none
aotm.gov.pl,0 aotm-gov-pl.mail.protection.outlook.com.
apdop.gov.pl,none
apepp.mf.gov.pl,none
api.biznes.gov.pl,none
api.kwrzeszow.straz.gov.pl,none
api.kwszczecin.zachodniopom.straz.gov.pl,none
aplikacje.gov.pl,none
aplikacje.nfz.gov.pl,none
app-gw.cis.gov.pl,none
app.poznan.sa.gov.pl,none
app.straz.gov.pl,none
apps.poznan.so.gov.pl,none
archiwa.gov.pl,0 archiwa-gov-pl.mail.protection.outlook.com.
archiwum.ewaluacja.gov.pl,none
archiwum.gdansk.wios.gov.pl,none
archiwum.olkusz.sr.gov.pl,none
arimr.gov.pl,none
arm.gov.pl,none
arr.gov.pl,none
atena3.mf.gov.pl,none
au.knf.gov.pl,none
audiovis.nac.gov.pl,none
augustow.sr.gov.pl,none
autodiscover.arimr.gov.pl,none
autodiscover.arm.gov.pl,none
autodiscover.brodnica.ug.gov.pl,none
autodiscover.cent.arm.gov.pl,none
autodiscover.iimcb.gov.pl,none
autodiscover.konsument.gov.pl,none
autodiscover.krakow.sa.gov.pl,none
autodiscover.mielec.sr.gov.pl,none
autodiscover.mkidn.gov.pl,none
autodiscover.mon.gov.pl,none
autodiscover.nauka.gov.pl,none
autodiscover.ncbj.gov.pl,none
autodiscover.ncbr.gov.pl,none
autodiscover.pg.gov.pl,none
autodiscover.piwminsk.wetgiw.gov.pl,none
autodiscover.poznan.so.gov.pl,none
autodiscover.prokuratoria.gov.pl,none
autodiscover.pruszkow.sr.gov.pl,none
autodiscover.przasnysz.um.gov.pl,none
autodiscover.udt.gov.pl,none
av.nfosigw.gov.pl,none
av.udt.gov.pl,none
aw.gov.pl,none
badania.parp.gov.pl,none
barracuda.iimcb.gov.pl,none
basiw-lo.mz.gov.pl,none
basiw.mz.gov.pl,none
baza.funduszeeuropejskie.gov.pl,none
baza.nina.gov.pl,none
baza.opole.ap.gov.pl,none
bazaazbestowa.gov.pl,none
bazakonkurencyjnosci.gov.pl,none
bazappp.gov.pl,none
bbn.gov.pl,10 autoreply.bbn.gov.pl.; 10 mail.bbn.gov.pl.
bdl.lasy.gov.pl,10 mail.buligl.pl.
bezpiecznyautobus.gov.pl,none
bialogard.sr.gov.pl,none
bialystok.pa.gov.pl,none
bialystok.pr.gov.pl,none
bialystok.sko.gov.pl,none
bialystok.uc.gov.pl,none
bielsko-biala.so.gov.pl,none
bielsko-biala.sr.gov.pl,none
bilgoraj.sr.gov.pl,none
bip.abw.gov.pl,none
bip.aleksandrowkuj.sr.gov.pl,none
bip.anr.gov.pl,none
bip.arm.gov.pl,none
bip.badkowo.ug.gov.pl,none
bip.bydgoszcz.wsa.gov.pl,none
bip.gdansk.wsa.gov.pl,none
bip.gov.pl,5 mail0.coi.gov.pl.
bip.grojec.sr.gov.pl,none
bip.ketrzyn.piw.gov.pl,none
bip.kprm.gov.pl,none
bip.lipno.sr.gov.pl,none
bip.lubuskie.uw.gov.pl,none
bip.mazowsze.witd.gov.pl,none
bip.nidzica.pinb.gov.pl,none
bip.nidzica.up.gov.pl,none
bip.parp.gov.pl,none
bip.piorin.gov.pl,none
bip.przasnysz.um.gov.pl,none
bip.radom.sr.gov.pl,20 mail2.wroclaw.sa.gov.pl.; 10 mail.wroclaw.sa.gov.pl.
bip.radziejow.sr.gov.pl,none
bip.rypin.sr.gov.pl,none
bip.rzu.gov.pl,none
bip.szczecin.uzs.gov.pl,none
bip.uke.gov.pl,none
bip.wroclaw.pios.gov.pl,none
bip1.rzeszow.so.gov.pl,none
biznes.gov.pl,none
biznesdlaedukacji.parp.gov.pl,none
bnl.gov.pl,none
bopp.pozytek.gov.pl,none
bor.gov.pl,none
bpp.gov.pl,none
bramka.e-deklaracje.mf.gov.pl,none
bridge.gov.pl,none
brodnica.ug.gov.pl,0 brodnica.ug.gov.pl.
brpd.gov.pl,none
bs.sejm.gov.pl,none
budowlaneabc.gov.pl,none
bw.coi.gov.pl,none
by.e-konsulat.gov.pl,none
bydgoszcz.uw.gov.pl,none
bydgoszcz.wsa.gov.pl,none
ca.cis.gov.pl,none
caim.gov.pl,none
canard.gitd.gov.pl,none
cas-lo.mz.gov.pl,none
cas.mz.gov.pl,none
cas.parp.gov.pl,none
cba.gov.pl,10 mx-01-cba.mail.nasksa.pl.
cbur.gis.gov.pl,none
ceidg.gov.pl,none
celina.krakow.uc.gov.pl,none
cent.arm.gov.pl,none
centralnyzamawiajacy.gov.pl,none
centrum.gov.pl,none
centrum.phics.gov.pl,none
cert.gov.pl,none
cert.pionier.gov.pl,none
chat.gbpizs.gov.pl,none
cheb.mir.gov.pl,none
chelmno.psse.gov.pl,none
chemikalia.gov.pl,none
chmura.ank.gov.pl,none
chmura.prokuratoria.gov.pl,none
chmura.up.gov.pl,none
chmura.wroclaw.pios.gov.pl,none
chojnice.sr.gov.pl,none
chrzanow.sr.gov.pl,10 mail3.wroclaw.sa.gov.pl.; 10 mail.wroclaw.sa.gov.pl.; 10 mail4.wroclaw.sa.gov.pl.; 10 mail2.wroclaw.sa.gov.pl.
cip.gov.pl,none
cis.gov.pl,none
cke.gov.pl,none
ckp.gov.pl,none
cloud.poznan-nowemiasto.sr.gov.pl,none
cloud.prokuratoria.gov.pl,none
clp.gov.pl,none
cmr.gov.pl,none
cobol.cis.gov.pl,none
coi.gov.pl,none
confluence.nac.gov.pl,none
cop19.gov.pl,none
cpanel.brodnica.ug.gov.pl,none
cpanel.iom.gov.pl,none
cpanel.konsument.gov.pl,none
cpanel.lezajsk.sr.gov.pl,none
cpanel.lipno.sr.gov.pl,none
cpanel.mielec.sr.gov.pl,none
cpanel.plonsk.sr.gov.pl,none
cpanel.pruszkow.sr.gov.pl,none
cpanel.przasnysz.um.gov.pl,none
cpanel.radziejow.sr.gov.pl,none
cpanel.rypin.sr.gov.pl,none
cpanel.rzeszow.sr.gov.pl,none
cpanel.wielun.sr.gov.pl,none
cpanel.wloclawek.so.gov.pl,none
cpanel.wloclawek.sr.gov.pl,none
cpe.gov.pl,none
cpi.gov.pl,none
cppc.gov.pl,none
crd.gov.pl,none
crzl.gov.pl,none
csioz.gov.pl,20 gama.cez.gov.pl.; 10 smg.cez.gov.pl.
csm-swd.nfz.gov.pl,none
csr.parp.gov.pl,none
cudzoziemcy.gov.pl,none
cupt.gov.pl,none
cuw.gov.pl,none
cyfryzacja.gov.pl,none
czestochowa.so.gov.pl,none
czestochowa.sr.gov.pl,none
czestochowa.um.gov.pl,none
danepubliczne.gov.pl,3 mx.danepubliczne.gov.pl.
datastore.ceidg.gov.pl,none
dawcyszpiku.gov.pl,none
debica.sr.gov.pl,none
demeter.gdansk.wios.gov.pl,none
demo.ikp.gov.pl,none
demo.skw.gov.pl,none
demonstrator1.ncbr.gov.pl,none
dev.epuap.gov.pl,none
dhost.parp.gov.pl,none
dialin.stat.gov.pl,none
dialin.udt.gov.pl,none
dialing.udt.gov.pl,none
dilo.nfz.gov.pl,none
dns.gdansk.wios.gov.pl,none
dns1.gdansk.wios.gov.pl,none
docs.sejm.gov.pl,none
dolnoslaska.policja.gov.pl,none
dolnyslask.witd.gov.pl,none
doplaty.gov.pl,none
doscience.iimcb.gov.pl,none
drawsko-pom.sr.gov.pl,10 mail4.wroclaw.sa.gov.pl.; 10 mail3.wroclaw.sa.gov.pl.; 10 mail.wroclaw.sa.gov.pl.; 10 mail2.wroclaw.sa.gov.pl.
dyskusje.nfz.gov.pl,none
dzierzoniow.sr.gov.pl,10 mail4.wroclaw.sa.gov.pl.; 10 mail3.wroclaw.sa.gov.pl.; 10 mail.wroclaw.sa.gov.pl.; 10 mail2.wroclaw.sa.gov.pl.
e-dokumenty.mf.gov.pl,none
e-konsulat.gov.pl,none
e-krus.gov.pl,none
e-learning.mapypotrzebzdrowotnych.mz.gov.pl,none
e-learning.nfz.gov.pl,none
e-recepta.gov.pl,none
e-sad.gov.pl,none
e-sluzba.nist.gov.pl,none
e-szkolenia.udt.gov.pl,none
e-udt.gov.pl,none
e.gov.pl,none
e.ijhars.gov.pl,none
eas.uw.gov.pl,none
ebte.wroclaw.sa.gov.pl,none
ecentrum.ncbr.gov.pl,none
ecrr.krus.gov.pl,none
edeklaracje.rf.gov.pl,none
eden.konkurs.pot.gov.pl,none
edg.eu-go.gov.pl,none
edukacjaprawna.gov.pl,none
efaktury.lasy.gov.pl,none
efs.2007-2013.gov.pl,none
efs.gov.pl,none
einspekcja.umgdy.gov.pl,none
ekonf.wroclaw.sa.gov.pl,none
ekoportal.gov.pl,none
ekrk.ms.gov.pl,none
ekrktest.ms.gov.pl,none
ekrus.gov.pl,none
ekw.ms.gov.pl,none
eldiom.chemikalia.gov.pl,none
eleg-prod.cokprm.gov.pl,none
elk.sr.gov.pl,none
emcs.mf.gov.pl,none
emcstest.mf.gov.pl,none
emn.gov.pl,none
ems.ms.gov.pl,none
en.parp.gov.pl,none
enadzor.archiwa.gov.pl,none
enterpriseregistration.prokuratoria.gov.pl,none
eog.gov.pl,none
epk.biznes.gov.pl,none
epluspl.nauka.gov.pl,none
epuap.gov.pl,none
erpl.gov.pl,none
erup.knf.gov.pl,none
esp.arm.gov.pl,none
esp.e-uw.gov.pl,none
esp.fgsp.gov.pl,none
esp.gif.gov.pl,none
esp.mkidn.gov.pl,none
esp.mos.gov.pl,none
esp.mrr.gov.pl,none
esp.ms.gov.pl,none
esp.msp.gov.pl,none
esp.msz.gov.pl,none
esp.stat.gov.pl,none
esp.sw.gov.pl,none
esp.udt.gov.pl,none
esp.uokik.gov.pl,none
esp.urpl.gov.pl,none
esp.uzp.gov.pl,none
espi.knf.gov.pl,none
espi.kpwig.gov.pl,none
esum.gum.gov.pl,none
ets.ukie.gov.pl,none
eu-go.gov.pl,none
eup.mpips.gov.pl,none
euroman.gov.pl,none
europasrodkowa.gov.pl,none
euslugi.biznes.gov.pl,none
events.uokik.gov.pl,none
ewaluacja.gov.pl,none
ewdp.msz.gov.pl,none
ewdp.ukie.gov.pl,none
ewnioski.biznes.gov.pl,none
ewt.2007-2013.gov.pl,none
ewt.gov.pl,none
ewus.nfz.gov.pl,none
ewybory.msz.gov.pl,none
exp.lobi.nencki.gov.pl,none
expo.gov.pl,none
extranet.prezydencjaue.gov.pl,none
ezd-test-proxy.wroclaw.pios.gov.pl,none
ezd-test-static.wroclaw.pios.gov.pl,none
ezd-test.wroclaw.pios.gov.pl,none
ezd.gov.pl,none
famoc.ms.gov.pl,none
famocpoc.parp.gov.pl,none
fg.mos.gov.pl,none
fg.pzh.gov.pl,none
finanse.uokik.gov.pl,none
firma.gov.pl,none
fod.ipnoc.pionier.gov.pl,none
form.abw.gov.pl,none
form.stat.gov.pl,none
forms.nina.gov.pl,none
formularze.parp.gov.pl,none
forti.krakow.winb.gov.pl,none
forum.abw.gov.pl,none
forum.funduszeeuropejskie.gov.pl,none
forum.geoportal.gov.pl,none
forum.sejm.gov.pl,none
forummsp.parp.gov.pl,none
foto.fundusze.gov.pl,none
fsusr.gov.pl,none
ftp.bialystok.sko.gov.pl,none
ftp.brpd.gov.pl,none
ftp.jaslo.sr.gov.pl,none
ftp.nidzica.pinb.gov.pl,0 mail.nidzica.pinb.gov.pl.
ftp.slubice.sr.gov.pl,none
funduszeeuropejskie.2007-2013.gov.pl,none
funduszeeuropejskie.gov.pl,none
funduszestrukturalne.gov.pl,none
gaerc.msz.gov.pl,none
gaj.poznan.gddkia.gov.pl,none
gaja.gdansk.wios.gov.pl,none
gbpizs.gov.pl,none
gda.winb.gov.pl,none
gdansk.ap.gov.pl,10 mail.gdansk.ap.gov.pl.
gdansk.wios.gov.pl,none
gddkia.gov.pl,none
gdos.gov.pl,none
generator.senat.gov.pl,none
generatorwnioskow.efs.gov.pl,none
geo-info.iom.gov.pl,none
gif.gov.pl,none
giif.mofnet.gov.pl,none
giodo.gov.pl,none
gios.gov.pl,10 mail.gios.gov.pl.; 50 mail.gios.gov.pl.; 30 mail.gios.gov.pl.; 20 mail.gios.gov.pl.
gis.gov.pl,none
gitd.gov.pl,none
giw.doplaty.gov.pl,none
gizycko.pup.gov.pl,none
glpi.gdansk.wios.gov.pl,none
gorzow.ap.gov.pl,none
gov.pl,none
gra.nina.gov.pl,none
granica.gov.pl,none
graylog.gbpizs.gov.pl,none
gsko.grudziadz.ug.gov.pl,none
gugik.gov.pl,70 smtpauth6.ipartners.pl.; 200 mail.gugik.gov.pl.; 50 mx6.ipartners.pl.; 30 mx.ikp.pl.; 20 mail.ikp.pl.; 40 mx5.ipartners.pl.; 10 mx0.ipartners.pl.; 60 smtpauth5.ipartners.pl.
gum.gov.pl,none
gwd.nfosigw.gov.pl,none
gwp.pois.nfosigw.gov.pl,none
hackathon.gov.pl,none
helix.urpl.gov.pl,none
helpdesk.cis.gov.pl,none
helpdesksda.pg.gov.pl,none
herkules.gdansk.wios.gov.pl,none
hetman.epuap.gov.pl,none
hetmantest.epuap.gov.pl,none
historiapojazdu.gov.pl,none
idp.geoportal.gov.pl,none
ijhars.gov.pl,none
ilawa.sr.gov.pl,none
imap.bialystok.sko.gov.pl,none
imap.brpd.gov.pl,none
imap.brpo.gov.pl,none
imap.jaslo.sr.gov.pl,none
imap.nidzica.pinb.gov.pl,none
imap.slubice.sr.gov.pl,none
img.audiovis.nac.gov.pl,none
