field,text
country_name,"Republic of Croatia"
government_type,"parliamentary republic"
capital,"Zagreb"
chief_of_state,"President Zoran MILANOVIC (since 18 February 2020)"
head_of_government,"Prime Minister Andrej PLENKOVIC (since 19 October 2016)"
judicial_highest_courts,"Supreme Court (consists of the court president and vice president, 25 civil department justices, and 16 criminal department justices)"
constitution_history,"several previous; latest adopted 22 December 1990"
