subdomain,http_status,mx
5nations.pptc.gc.ca,ConnectException > NoRouteToHostException: Host is unreachable,
a.sra-ads.cic.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ab-chercheur.guichetemplois.gc.ca,301,
ab-employer.jobbank.gc.ca,302,
ab-employeur.guichetemplois.gc.ca,302,
ab-seeker.jobbank.gc.ca,301,
abeona.drdc-rddc.gc.ca,SSLHandshakeException > CertificateException: No subject alternative DNS name matching abeona.drdc-rddc.gc.ca found.,
ac.osfi-bsif.gc.ca,ConnectException > UnresolvedAddressException,
access.parlissi.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
access.wd-deo.gc.ca,ConnectException > UnresolvedAddressException,
access3.parl.gc.ca,ConnectException > UnresolvedAddressException,
access4.parl.gc.ca,ConnectException > UnresolvedAddressException,
accesskey-cledacces.gc.ca,ConnectException > UnresolvedAddressException,
accesskey.gc.ca,ConnectException > UnresolvedAddressException,
accesstotravel.gc.ca,ConnectException > UnresolvedAddressException,
accounts.bwbc.gc.ca,ConnectException > UnresolvedAddressException,
accreditationcanada.gc.ca,200,
acct.forums.ps-sp.gc.ca,SSLHandshakeException > ValidatorException > CertPathValidatorException > CertificateExpiredException: NotAfter: Sat Apr 12 16:47:52 CEST 2025,
achatsendirect-e-purchasing.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
achatsetventes-buyandsell-stg.fjgc-gccf.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
achatsetventes-buyandsell.fjgc-gccf.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
achatsetventes-buyandsell.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
achatsetventes.gc.ca,ConnectException > UnresolvedAddressException,
acoa-exchg-cas.acoa-apeca.gc.ca,ConnectException > UnresolvedAddressException,
acp.oag-bvg.gc.ca,ConnectException > UnresolvedAddressException,
acs-saa.pwgsc-tpsgc.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
active.inspection.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
actualiser.oec.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
acwcx324.acdi-cida.gc.ca,ConnectException > UnresolvedAddressException,
admin.ncstest.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
admin.sakmsdev.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
admin.testpki.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
adpgc.tc.gc.ca,SSLHandshakeException > CertificateException: No subject alternative DNS name matching adpgc.tc.gc.ca found.,
adra.cta-otc.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ads-sra.acdi-cida.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ads-sra.preprod.acdi-cida.gc.ca,ConnectException > UnresolvedAddressException,
adum-guru.infrastructure.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
adum-guru.uat.infrastructure.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
aedi.ec.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
aero-oitc.phac-aspc.gc.ca,302,
afghanistan.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
agr.gc.ca,SSLHandshakeException > CertificateException: No subject alternative DNS name matching agr.gc.ca found.,
agriapps3.agr.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
agriforum-collaboration.agr.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
agriforum-rtc.agr.gc.ca,ConnectException > NoRouteToHostException: Host is unreachable,
aimfc.nrcan.gc.ca,ConnectException > UnresolvedAddressException,
aimfc.rncan.gc.ca,301,
aisqvpn01h.international.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ak.excol-ceed.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ak0t1zif900-cnsc-ccsn.fjgc-gccf.gc.ca,ConnectException > UnresolvedAddressException,
akot1zif900-cnsc-ccsn.fjgc-gccf.gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
