hostname,http_status,mx
antananarivo.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
artec.mg,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.artec.mg.
assemblee-nationale.mg,200,10 mx-int10.dts.mg.; 20 mx2.dts.mg.
banque-centrale.mg,200,none
bnm.mg,HttpTimeoutException: request timed out,10 mail.bnm.mg.
ceni-madagascar.mg,301,5 ceni-madagascar.mg.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
instat.mg,200,20 mx2.tgn.mg.; 5 mx-int10.dts.mg.
madagascar.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
meteomadagascar.mg,ConnectException,20 mx2.dts.mg.; 5 mx-int10.dts.mg.
mg.ambafrance.org,301,5 mta-gw.infomaniak.ch.
pnae.mg,ConnectException,10 mail.pnae.mg.
senat.mg,200,10 mail.senat.mg.
