type,label,website,hostname
ministry,"Ministry of Justice","http://adalet.gov.tr/",adalet.gov.tr
ministry,"Ministry of Justice","http://www.justice.gov.tr/",justice.gov.tr
ministry,"Ministry of Labour and Social Security","https://ailevecalisma.gov.tr",ailevecalisma.gov.tr
ministry,"Ministry of Labour and Social Security","https://www.csgb.gov.tr/",csgb.gov.tr
ministry,"Ministry of Youth and Sports","https://www.gsb.gov.tr/",gsb.gov.tr
ministry,"Ministry of Energy and Natural Resources","http://www.enerji.gov.tr",enerji.gov.tr
ministry,"Ministry of National Education","http://www.meb.gov.tr",meb.gov.tr
ministry,"Ministry of Agriculture and Forestry","https://www.tarimorman.gov.tr/",tarimorman.gov.tr
ministry,"Ministry of Agriculture and Forestry","https://www.tarimorman.gov.tr/Sayfalar/EN/AnaSayfa.aspx",tarimorman.gov.tr
ministry,"Ministry of Foreign Affairs of the Republic of Turkey","http://www.mfa.gov.tr/default.en.mfa",mfa.gov.tr
ministry,"Ministry of Trade","https://www.ticaret.gov.tr/",ticaret.gov.tr
ministry,"Ministry of Trade","https://www.trade.gov.tr/",trade.gov.tr
ministry,"Ministry of National Defense","https://www.msb.gov.tr/",msb.gov.tr
ministry,"Ministry of Culture and Tourism","https://www.ktb.gov.tr/",ktb.gov.tr
ministry,"Ministry of Interior of Turkey","https://www.icisleri.gov.tr/",icisleri.gov.tr
ministry,"Ministry of Health of Turkey","http://www.saglik.gov.tr",saglik.gov.tr
ministry,"Ministry of Environment, Urbanization and Climate","http://www.csb.gov.tr/",csb.gov.tr
ministry,"Ministry of Science, Industry and Technology","http://www.sanayi.gov.tr",sanayi.gov.tr
ministry,"Ministry of Science, Industry and Technology","https://www.sanayi.gov.tr/en/home",sanayi.gov.tr
ministry,"Ministry of Treasury and Finance","http://www.maliye.gov.tr",maliye.gov.tr
ministry,"Ministry of Transport and Infrastructure","https://www.uab.gov.tr/",uab.gov.tr
parliament,"Grand National Assembly of Turkey","https://global.tbmm.gov.tr/",global.tbmm.gov.tr
parliament,"Grand National Assembly of Turkey","https://www.tbmm.gov.tr/",tbmm.gov.tr
constitutional_court,"government of Turkey","https://detsis.gov.tr/",detsis.gov.tr
constitutional_court,"government of Turkey","https://www.turkiye.gov.tr",turkiye.gov.tr
supreme_court,"Grand National Assembly of Turkey","https://global.tbmm.gov.tr/",global.tbmm.gov.tr
supreme_court,"Grand National Assembly of Turkey","https://www.tbmm.gov.tr/",tbmm.gov.tr
