subdomain,parent_domain,http_status,mx
e-test.saeima.lv,saeima.lv,401,
e.saeima.lv,saeima.lv,401,
epakalpojumi.latvija.lv,latvija.lv,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
epasts.mk.gov.lv,mk.gov.lv,404,none
eportfelis.mk.gov.lv,mk.gov.lv,Recv failure: Connexion ré-initialisée par le correspondant,none
exchange.mk.gov.lv,mk.gov.lv,Connection timed out after 3002 milliseconds,none
gov.lv,gov.lv,HttpConnectTimeoutException: HTTP connect timed out,5 mail.gov.lv.
inovacija.mk.gov.lv,mk.gov.lv,301,
inv.saeima.lv,saeima.lv,404,
kampana.latvija.lv,latvija.lv,ConnectException > UnresolvedAddressException,
latvija.lv,latvija.lv,301,none
liepa.saeima.lv,saeima.lv,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
m-dauks.mk.gov.lv,mk.gov.lv,Connection timed out after 3001 milliseconds,none
macibas.mana.latvija.lv,latvija.lv,301,
mana.latvija.lv,latvija.lv,301,
mk.gov.lv,mk.gov.lv,HTTP/2 stream 1 was not closed cleanly: INTERNAL_ERROR (err 2),10 epasts.mk.gov.lv.; 5 vkanc.in.tmes.trendmicro.eu.
nevis.mk.gov.lv,mk.gov.lv,200,none
pasakumi.saeima.lv,saeima.lv,200,
pik-siltums.saeima.lv,saeima.lv,200,
ppdb.mk.gov.lv,mk.gov.lv,200,none
preview-macibas.mana.latvija.lv,latvija.lv,ConnectException > UnresolvedAddressException,
saeima.lv,saeima.lv,200,10 spaceship2.saeima.lv.; 5 spaceship.saeima.lv.
studio-macibas.mana.latvija.lv,latvija.lv,ConnectException > UnresolvedAddressException,
tap.mk.gov.lv,mk.gov.lv,Connection timed out after 3000 milliseconds,none
tapportals.mk.gov.lv,mk.gov.lv,200,none
vdr.mk.gov.lv,mk.gov.lv,Could not resolve host: vdr.mk.gov.lv,none
video.e-test.saeima.lv,saeima.lv,302,
video.e.saeima.lv,saeima.lv,302,
vktap.mk.gov.lv,mk.gov.lv,302,none
vpn.saeima.lv,saeima.lv,302,
webmail.saeima.lv,saeima.lv,200,
wh5.saeima.lv,saeima.lv,SSLHandshakeException > CertificateException: No subject alternative DNS name matching wh5.saeima.lv found.,
wh8.saeima.lv,saeima.lv,403,
www.e.saeima.lv,saeima.lv,301,
www.epakalpojumi.latvija.lv,latvija.lv,ConnectException > UnresolvedAddressException,
www.inovacija.mk.gov.lv,mk.gov.lv,301,
www.kampana.latvija.lv,latvija.lv,ConnectException > UnresolvedAddressException,
www.latvija.lv,latvija.lv,301,
www.liepa.saeima.lv,saeima.lv,ConnectException > UnresolvedAddressException,
www.macibas.mana.latvija.lv,latvija.lv,ConnectException > UnresolvedAddressException,
www.mana.latvija.lv,latvija.lv,ConnectException > UnresolvedAddressException,
www.mk.gov.lv,mk.gov.lv,Connection timed out after 3000 milliseconds,none
www.vpn.saeima.lv,saeima.lv,ConnectException > UnresolvedAddressException,
www.webmail.saeima.lv,saeima.lv,ConnectException > UnresolvedAddressException,
