hostname,score,sources,label,level
adazi.lv,4,wikidata,Q90307473,central-1
cesis.lv,4,wikidata,Q90309861,central-1
liepaja.lv,4,wikidata,Liepaja City Council,central-1
rpp.riga.lv,4,wikidata,Riga Municipal Police,central-1
tukums.lv,4,wikidata,Tukums Municipality council,central-1
lu.lv,4,wikidata,University of Latvia,university
rtu.lv,4,wikidata,Riga Technical University,university
akniste.lv,4,wikidata,Q90306458,local
baltinava.lv,4,wikidata,Q90307897,local
bauska.lv,4,wikidata,Q90308446,local
beverinasnovads.lv,4,wikidata,Q90308913,local
ciblasnovads.lv,4,wikidata,Q90309939,local
berec.europa.eu,3,wikidata,Agency for Support for BEREC,local
